,name,orig-name,params,succeeded,class,path,ts_amchi
142,C6H11OH1-2 + OH => C6D2Y1 + H + H2O,C6H11OH1-2 + OH => C6D2Y1 + H + H2O,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
149,C6H11O12-3OOH => CH2CHO + NC3H7CHO + OH,C6H11O12-3OOH => CH2CHO + NC3H7CHO + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
150,IC4H7O2 + IC3H7O2 => IC4H7O + IC3H7O + O2,IC4H7O2 + IC3H7O2 => IC4H7O + IC3H7O + O2,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
151,NEC6OOH3-1O2 = NEC6KET3-1 + OH,NEC6OOH3-1O2 = NEC6KET3-1 + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
155,NEC6-4 + HO2 = NEC6-4O + OH,NEC6-4 + HO2 = NEC6-4O + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
164,C6H11OH2Q1-3O2 = C6H10OH2KET1-3 + OH,C6H11OH2Q1-3O2 = C6H10OH2KET1-3 + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
174,C7KET24 + OH => H2O + OH + C7Y24,C7KET24 + OH => H2O + OH + C7Y24,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
175,C7H14OOH3-7O2 = C7KET37 + OH,C7H14OOH3-7O2 = C7KET37 + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
179,C6H12O1-2 + HO2 => CH2CO + PC4H9 + H2O2,C6H12O1-2 + HO2 => CH2CO + PC4H9 + H2O2,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
181,C5H9OH2-2 + HOCHO = NC3H7COCH3 + HOCHO,C5H9OH2-2 + HOCHO = NC3H7COCH3 + HOCHO,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
184,XC6OOH1-3 = C5H9B-AOOH + CH3,XC6OOH1-3 = C5H9B-AOOH + CH3,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
189,C7H13O35-2OOH => CH3CHO + PC4H8CHO-2 + OH,C7H13O35-2OOH => CH3CHO + PC4H8CHO-2 + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
190,NEC6O1-3 + OH => IC4H8 + CH3CO + H2O,NEC6O1-3 + OH => IC4H8 + CH3CO + H2O,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
201,C7H13O14-2OOH => CH2O + NC5H10CHO-2 + OH,C7H13O14-2OOH => CH2O + NC5H10CHO-2 + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
202,C7H121OOH4-3 + HO2 = C7H121KET34 + H2O,C7H121OOH4-3 + HO2 = C7H121KET34 + H2O,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
203,OH + MVOX => H2O + C2H3COCH3 + C2H3,OH + MVOX => H2O + C2H3COCH3 + C2H3,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
206,I3C6Q34-1 => NC4KET21 + C2H4 + OH,I3C6Q34-1 => NC4KET21 + C2H4 + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
224,C6H13O2-3 + CH3 = C6H13O-3 + CH3O,C6H13O2-3 + CH3 = C6H13O-3 + CH3O,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
238,C7H121O5-7 + OH => H2O + C2H4 + C3H5-A + CH2CO,C7H121O5-7 + OH => H2O + C2H4 + C3H5-A + CH2CO,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
239,IC6OOH3-4O2 = IC6KET3-4 + OH,IC6OOH3-4O2 = IC6KET3-4 + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
243,C3H3 + C4H4 = C6H5CH2,C3H3 + C4H4 = C6H5CH2,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
249,C6H11Q34-1 => NC4KET12 + C2H4 + OH,C6H11Q34-1 => NC4KET12 + C2H4 + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
252,NC6D1KET36O => C2H4 + CH2O + C2H3CO,NC6D1KET36O => C2H4 + CH2O + C2H3CO,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
253,C6H111-3 + HO2 = C6H11-2D1O + OH,C6H111-3 + HO2 = C6H11-2D1O + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
259,IC6KET5-1O = PC4H8CHO-4 + CH2O,IC6KET5-1O = PC4H8CHO-4 + CH2O,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
271,C3H5-T + C3H6 = C6H112-5,C3H5-T + C3H6 = C6H112-5,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
274,IC6O13-5OOH => CH2O + CC5H9-AO + OH,IC6O13-5OOH => CH2O + CC5H9-AO + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
275,I3C6O14-3OOH => CH2CH2COC2H5 + CH2O + OH,I3C6O14-3OOH => CH2CH2COC2H5 + CH2O + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
278,C7H13Q23-1 => CH2CHO + PC4H9CHO + OH + OH,C7H13Q23-1 => CH2CHO + PC4H9CHO + OH + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
284,C6H12-2 + OH = CH3 + PC4H9CHO,C6H12-2 + OH = CH3 + PC4H9CHO,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
299,CVCCJCVCC + HO2 = CVCCOJCVCC + OH,CVCCJCVCC + HO2 = CVCCOJCVCC + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
305,C4H3-N + C3H3 = C7H6,C4H3-N + C3H3 = C7H6,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
306,AC5H9-A2 + CH3O2 = AC5H9O-A2 + CH3O,AC5H9-A2 + CH3O2 = AC5H9O-A2 + CH3O,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
310,NEC6OOH1-3 => BC5H10 + CH2O + OH,NEC6OOH1-3 => BC5H10 + CH2O + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
311,C4H5-2 + C2H = C3H3 + C3H3,C4H5-2 + C2H = C3H3 + C3H3,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
313,C7H13OH2O1-4 + OH => H2O + NC3H7COCH2 + C2H3OH,C7H13OH2O1-4 + OH => H2O + NC3H7COCH2 + C2H3OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
315,C7H13OH1O1-2 + OH => H2O + C2H4 + CO2 + PC4H9,C7H13OH1O1-2 + OH => H2O + C2H4 + CO2 + PC4H9,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
324,C7H14O2-4 + HO2 => CH3CO + C5H10-1 + H2O2,C7H14O2-4 + HO2 => CH3CO + C5H10-1 + H2O2,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
329,I3C6O16-4OOH => C5H9O15-3 + CH2O + OH,I3C6O16-4OOH => C5H9O15-3 + CH2O + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
330,C6H5OH + O = OC6H4OH + H,C6H5OH + O = OC6H4OH + H,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
331,C7H13O25-7OOH => C6H11-1D5O + CH2O + OH,C7H13O25-7OOH => C6H11-1D5O + CH2O + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
334,C6H102OOH6-5 = ETES1 + OH,C6H102OOH6-5 = ETES1 + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
335,C4H5-N + C2H2 = C6H6 + H,C4H5-N + C2H2 = C6H6 + H,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
337,H + EDHF => H2 + C2H3COCH3 + C2H3,H + EDHF => H2 + C2H3COCH3 + C2H3,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
339,I3C6D3 + OH = C2H5COC2H5 + CH3,I3C6D3 + OH = C2H5COC2H5 + CH3,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
340,HO2 + EDHF => H2O2 + C2H3COCH3 + C2H3,HO2 + EDHF => H2O2 + C2H3COCH3 + C2H3,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
341,C6H12-1 + O = NC5H10CHO-1 + H,C6H12-1 + O = NC5H10CHO-1 + H,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
342,NEC6Q13-1A => IC4H7OOH + CH3CHO + OH,NEC6Q13-1A => IC4H7OOH + CH3CHO + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
360,CH3O + VTHF => CH3OH + C2H3COCH3 + C2H3,CH3O + VTHF => CH3OH + C2H3COCH3 + C2H3,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
362,C5H9OH2-3 + CH3 => NC52ONE-3 + H + CH4,C5H9OH2-3 + CH3 => NC52ONE-3 + H + CH4,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
