,stereo-name,orig-name,ext-stereo-smiles,stereo-smiles,chi,orig-inchi,charge,mult
1747,C6H12OOH3-5O2-AB1,C6H12OOH3-5O2,CC[C@@H](C[C@@H](C)O[O])OO,CC[C@@H](C[C@@H](C)O[O])OO,"InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h5-6,8H,3-4H2,1-2H3/t5-,6+/m1/s1","InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h5-6,8H,3-4H2,1-2H3",0,2
1748,C6H12OOH3-5O2-AA1,C6H12OOH3-5O2,CC[C@H](C[C@@H](C)O[O])OO,CC[C@H](C[C@@H](C)O[O])OO,"InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h5-6,8H,3-4H2,1-2H3/t5-,6-/m1/s1","InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h5-6,8H,3-4H2,1-2H3",0,2
1749,C6H12OOH3-6-A0,C6H12OOH3-6,[CH2]CC[C@H](CC)OO,[CH2]CC[C@H](CC)OO,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6-7H,1,3-5H2,2H3/t6-/m0/s1","InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6-7H,1,3-5H2,2H3",0,2
1750,C6H12OOH3-6-A1,C6H12OOH3-6,[CH2]CC[C@@H](CC)OO,[CH2]CC[C@@H](CC)OO,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6-7H,1,3-5H2,2H3/t6-/m1/s1","InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6-7H,1,3-5H2,2H3",0,2
1751,C6H12OOH3-6O-A0,C6H12OOH3-6O,CC[C@@H](CCC[O])OO,CC[C@@H](CCC[O])OO,"InChI=1S/C6H13O3/c1-2-6(9-8)4-3-5-7/h6,8H,2-5H2,1H3/t6-/m0/s1","InChI=1S/C6H13O3/c1-2-6(9-8)4-3-5-7/h6,8H,2-5H2,1H3",0,2
1752,C6H12OOH3-6O-A1,C6H12OOH3-6O,CC[C@H](CCC[O])OO,CC[C@H](CCC[O])OO,"InChI=1S/C6H13O3/c1-2-6(9-8)4-3-5-7/h6,8H,2-5H2,1H3/t6-/m1/s1","InChI=1S/C6H13O3/c1-2-6(9-8)4-3-5-7/h6,8H,2-5H2,1H3",0,2
1753,C6H12OOH3-6O2-A0,C6H12OOH3-6O2,CC[C@@H](CCCO[O])OO,CC[C@@H](CCCO[O])OO,"InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h6,8H,2-5H2,1H3/t6-/m0/s1","InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h6,8H,2-5H2,1H3",0,2
1754,C6H12OOH3-6O2-A1,C6H12OOH3-6O2,CC[C@H](CCCO[O])OO,CC[C@H](CCCO[O])OO,"InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h6,8H,2-5H2,1H3/t6-/m1/s1","InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h6,8H,2-5H2,1H3",0,2
1755,C6H13-1,C6H13-1,[CH2]CCCCC,[CH2]CCCCC,"InChI=1S/C6H13/c1-3-5-6-4-2/h1,3-6H2,2H3","InChI=1S/C6H13/c1-3-5-6-4-2/h1,3-6H2,2H3",0,2
1756,C6H13-2,C6H13-2,C[CH]CCCC,C[CH]CCCC,"InChI=1S/C6H13/c1-3-5-6-4-2/h3H,4-6H2,1-2H3","InChI=1S/C6H13/c1-3-5-6-4-2/h3H,4-6H2,1-2H3",0,2
1757,C6H13-3,C6H13-3,CC[CH]CCC,CC[CH]CCC,"InChI=1S/C6H13/c1-3-5-6-4-2/h5H,3-4,6H2,1-2H3","InChI=1S/C6H13/c1-3-5-6-4-2/h5H,3-4,6H2,1-2H3",0,2
1758,C6H13O-1,C6H13O-1,CCCCCC[O],CCCCCC[O],"InChI=1S/C6H13O/c1-2-3-4-5-6-7/h2-6H2,1H3","InChI=1S/C6H13O/c1-2-3-4-5-6-7/h2-6H2,1H3",0,2
1759,C6H13O-2-A0,C6H13O-2,CCCC[C@H](C)[O],CCCC[C@H](C)[O],"InChI=1S/C6H13O/c1-3-4-5-6(2)7/h6H,3-5H2,1-2H3/t6-/m0/s1","InChI=1S/C6H13O/c1-3-4-5-6(2)7/h6H,3-5H2,1-2H3",0,2
1760,C6H13O-2-A1,C6H13O-2,CCCC[C@@H](C)[O],CCCC[C@@H](C)[O],"InChI=1S/C6H13O/c1-3-4-5-6(2)7/h6H,3-5H2,1-2H3/t6-/m1/s1","InChI=1S/C6H13O/c1-3-4-5-6(2)7/h6H,3-5H2,1-2H3",0,2
1761,C6H13O2-1,C6H13O2-1,CCCCCCO[O],CCCCCCO[O],"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h2-6H2,1H3","InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h2-6H2,1H3",0,2
1762,C6H13O2-2-A0,C6H13O2-2,CCCC[C@H](C)O[O],CCCC[C@H](C)O[O],"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h6H,3-5H2,1-2H3/t6-/m0/s1","InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h6H,3-5H2,1-2H3",0,2
1763,C6H13O2-2-A1,C6H13O2-2,CCCC[C@@H](C)O[O],CCCC[C@@H](C)O[O],"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h6H,3-5H2,1-2H3/t6-/m1/s1","InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h6H,3-5H2,1-2H3",0,2
1764,C6H13O2-3-A0,C6H13O2-3,CCC[C@H](CC)O[O],CCC[C@H](CC)O[O],"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6H,3-5H2,1-2H3/t6-/m0/s1","InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6H,3-5H2,1-2H3",0,2
1765,C6H13O2-3-A1,C6H13O2-3,CCC[C@@H](CC)O[O],CCC[C@@H](CC)O[O],"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6H,3-5H2,1-2H3/t6-/m1/s1","InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6H,3-5H2,1-2H3",0,2
1766,C6H13O-3-A0,C6H13O-3,CCC[C@H](CC)[O],CCC[C@H](CC)[O],"InChI=1S/C6H13O/c1-3-5-6(7)4-2/h6H,3-5H2,1-2H3/t6-/m0/s1","InChI=1S/C6H13O/c1-3-5-6(7)4-2/h6H,3-5H2,1-2H3",0,2
1767,C6H13O-3-A1,C6H13O-3,CCC[C@@H](CC)[O],CCC[C@@H](CC)[O],"InChI=1S/C6H13O/c1-3-5-6(7)4-2/h6H,3-5H2,1-2H3/t6-/m1/s1","InChI=1S/C6H13O/c1-3-5-6(7)4-2/h6H,3-5H2,1-2H3",0,2
1768,I3C6-1-A0,I3C6-1,[CH2]C[C@H](C)CC,[CH2]C[C@H](C)CC,"InChI=1S/C6H13/c1-4-6(3)5-2/h6H,1,4-5H2,2-3H3/t6-/m0/s1","InChI=1S/C6H13/c1-4-6(3)5-2/h6H,1,4-5H2,2-3H3",0,2
1769,I3C6-1-A1,I3C6-1,[CH2]C[C@@H](C)CC,[CH2]C[C@@H](C)CC,"InChI=1S/C6H13/c1-4-6(3)5-2/h6H,1,4-5H2,2-3H3/t6-/m1/s1","InChI=1S/C6H13/c1-4-6(3)5-2/h6H,1,4-5H2,2-3H3",0,2
1770,I3C6-1O-A0,I3C6-1O,CC[C@H](C)CC[O],CC[C@H](C)CC[O],"InChI=1S/C6H13O/c1-3-6(2)4-5-7/h6H,3-5H2,1-2H3/t6-/m0/s1","InChI=1S/C6H13O/c1-3-6(2)4-5-7/h6H,3-5H2,1-2H3",0,2
1771,I3C6-1O-A1,I3C6-1O,CC[C@@H](C)CC[O],CC[C@@H](C)CC[O],"InChI=1S/C6H13O/c1-3-6(2)4-5-7/h6H,3-5H2,1-2H3/t6-/m1/s1","InChI=1S/C6H13O/c1-3-6(2)4-5-7/h6H,3-5H2,1-2H3",0,2
1772,I3C6-1O2-A0,I3C6-1O2,CC[C@H](C)CCO[O],CC[C@H](C)CCO[O],"InChI=1S/C6H13O2/c1-3-6(2)4-5-8-7/h6H,3-5H2,1-2H3/t6-/m0/s1","InChI=1S/C6H13O2/c1-3-6(2)4-5-8-7/h6H,3-5H2,1-2H3",0,2
1773,I3C6-1O2-A1,I3C6-1O2,CC[C@@H](C)CCO[O],CC[C@@H](C)CCO[O],"InChI=1S/C6H13O2/c1-3-6(2)4-5-8-7/h6H,3-5H2,1-2H3/t6-/m1/s1","InChI=1S/C6H13O2/c1-3-6(2)4-5-8-7/h6H,3-5H2,1-2H3",0,2
1774,I3C6-2-A0,I3C6-2,C[CH][C@H](C)CC,C[CH][C@H](C)CC,"InChI=1S/C6H13/c1-4-6(3)5-2/h4,6H,5H2,1-3H3/t6-/m0/s1","InChI=1S/C6H13/c1-4-6(3)5-2/h4,6H,5H2,1-3H3",0,2
1775,I3C6-2-A1,I3C6-2,C[CH][C@@H](C)CC,C[CH][C@@H](C)CC,"InChI=1S/C6H13/c1-4-6(3)5-2/h4,6H,5H2,1-3H3/t6-/m1/s1","InChI=1S/C6H13/c1-4-6(3)5-2/h4,6H,5H2,1-3H3",0,2
1776,I3C6-2O-AA0,I3C6-2O,CC[C@H](C)[C@H](C)[O],CC[C@H](C)[C@H](C)[O],"InChI=1S/C6H13O/c1-4-5(2)6(3)7/h5-6H,4H2,1-3H3/t5-,6-/m0/s1","InChI=1S/C6H13O/c1-4-5(2)6(3)7/h5-6H,4H2,1-3H3",0,2
1777,I3C6-2O-AB0,I3C6-2O,CC[C@H](C)[C@@H](C)[O],CC[C@H](C)[C@@H](C)[O],"InChI=1S/C6H13O/c1-4-5(2)6(3)7/h5-6H,4H2,1-3H3/t5-,6+/m0/s1","InChI=1S/C6H13O/c1-4-5(2)6(3)7/h5-6H,4H2,1-3H3",0,2
1778,I3C6-2O-AB1,I3C6-2O,CC[C@@H](C)[C@H](C)[O],CC[C@@H](C)[C@H](C)[O],"InChI=1S/C6H13O/c1-4-5(2)6(3)7/h5-6H,4H2,1-3H3/t5-,6+/m1/s1","InChI=1S/C6H13O/c1-4-5(2)6(3)7/h5-6H,4H2,1-3H3",0,2
1779,I3C6-2O-AA1,I3C6-2O,CC[C@@H](C)[C@@H](C)[O],CC[C@@H](C)[C@@H](C)[O],"InChI=1S/C6H13O/c1-4-5(2)6(3)7/h5-6H,4H2,1-3H3/t5-,6-/m1/s1","InChI=1S/C6H13O/c1-4-5(2)6(3)7/h5-6H,4H2,1-3H3",0,2
1780,I3C6-2O2-AA0,I3C6-2O2,CC[C@H](C)[C@H](C)O[O],CC[C@H](C)[C@H](C)O[O],"InChI=1S/C6H13O2/c1-4-5(2)6(3)8-7/h5-6H,4H2,1-3H3/t5-,6-/m0/s1","InChI=1S/C6H13O2/c1-4-5(2)6(3)8-7/h5-6H,4H2,1-3H3",0,2
1781,I3C6-2O2-AB0,I3C6-2O2,CC[C@H](C)[C@@H](C)O[O],CC[C@H](C)[C@@H](C)O[O],"InChI=1S/C6H13O2/c1-4-5(2)6(3)8-7/h5-6H,4H2,1-3H3/t5-,6+/m0/s1","InChI=1S/C6H13O2/c1-4-5(2)6(3)8-7/h5-6H,4H2,1-3H3",0,2
1782,I3C6-2O2-AB1,I3C6-2O2,CC[C@@H](C)[C@H](C)O[O],CC[C@@H](C)[C@H](C)O[O],"InChI=1S/C6H13O2/c1-4-5(2)6(3)8-7/h5-6H,4H2,1-3H3/t5-,6+/m1/s1","InChI=1S/C6H13O2/c1-4-5(2)6(3)8-7/h5-6H,4H2,1-3H3",0,2
1783,I3C6-2O2-AA1,I3C6-2O2,CC[C@@H](C)[C@@H](C)O[O],CC[C@@H](C)[C@@H](C)O[O],"InChI=1S/C6H13O2/c1-4-5(2)6(3)8-7/h5-6H,4H2,1-3H3/t5-,6-/m1/s1","InChI=1S/C6H13O2/c1-4-5(2)6(3)8-7/h5-6H,4H2,1-3H3",0,2
1784,I3C6-3,I3C6-3,CC[C](C)CC,CC[C](C)CC,"InChI=1S/C6H13/c1-4-6(3)5-2/h4-5H2,1-3H3","InChI=1S/C6H13/c1-4-6(3)5-2/h4-5H2,1-3H3",0,2
1785,I3C6-3O,I3C6-3O,CCC(C)(CC)[O],CCC(C)(CC)[O],"InChI=1S/C6H13O/c1-4-6(3,7)5-2/h4-5H2,1-3H3","InChI=1S/C6H13O/c1-4-6(3,7)5-2/h4-5H2,1-3H3",0,2
1786,I3C6-3O2,I3C6-3O2,CCC(C)(CC)O[O],CCC(C)(CC)O[O],"InChI=1S/C6H13O2/c1-4-6(3,5-2)8-7/h4-5H2,1-3H3","InChI=1S/C6H13O2/c1-4-6(3,5-2)8-7/h4-5H2,1-3H3",0,2
1787,I3C6-4,I3C6-4,CCC([CH2])CC,[CH2]C(CC)CC,"InChI=1S/C6H13/c1-4-6(3)5-2/h6H,3-5H2,1-2H3","InChI=1S/C6H13/c1-4-6(3)5-2/h6H,3-5H2,1-2H3",0,2
1788,I3C6-4O,I3C6-4O,CCC(CC)C[O],CCC(CC)C[O],"InChI=1S/C6H13O/c1-3-6(4-2)5-7/h6H,3-5H2,1-2H3","InChI=1S/C6H13O/c1-3-6(4-2)5-7/h6H,3-5H2,1-2H3",0,2
1789,I3C6-4O2,I3C6-4O2,CCC(CC)CO[O],CCC(CC)CO[O],"InChI=1S/C6H13O2/c1-3-6(4-2)5-8-7/h6H,3-5H2,1-2H3","InChI=1S/C6H13O2/c1-3-6(4-2)5-8-7/h6H,3-5H2,1-2H3",0,2
1790,I3C6OH1-2J-A1,I3C6OH1-2J,CC[C@@H](C)[CH]CO,CC[C@@H](C)[CH]CO,"InChI=1S/C6H13O/c1-3-6(2)4-5-7/h4,6-7H,3,5H2,1-2H3/t6-/m1/s1","InChI=1S/C6H13O/c1-3-6(2)4-5-7/h4,6-7H,3,5H2,1-2H3",0,2
1791,I3C6OH1-2J-A0,I3C6OH1-2J,CC[C@H](C)[CH]CO,CC[C@H](C)[CH]CO,"InChI=1S/C6H13O/c1-3-6(2)4-5-7/h4,6-7H,3,5H2,1-2H3/t6-/m0/s1","InChI=1S/C6H13O/c1-3-6(2)4-5-7/h4,6-7H,3,5H2,1-2H3",0,2
1792,I3C6OH1-2O2-AA0,I3C6OH1-2O2,CC[C@H](C)[C@H](CO)O[O],CC[C@H](C)[C@H](CO)O[O],"InChI=1S/C6H13O3/c1-3-5(2)6(4-7)9-8/h5-7H,3-4H2,1-2H3/t5-,6-/m0/s1","InChI=1S/C6H13O3/c1-3-5(2)6(4-7)9-8/h5-7H,3-4H2,1-2H3",0,2
1793,I3C6OH1-2O2-AB0,I3C6OH1-2O2,CC[C@H](C)[C@@H](CO)O[O],CC[C@H](C)[C@@H](CO)O[O],"InChI=1S/C6H13O3/c1-3-5(2)6(4-7)9-8/h5-7H,3-4H2,1-2H3/t5-,6+/m0/s1","InChI=1S/C6H13O3/c1-3-5(2)6(4-7)9-8/h5-7H,3-4H2,1-2H3",0,2
1794,I3C6OH1-2O2-AB1,I3C6OH1-2O2,CC[C@@H](C)[C@H](CO)O[O],CC[C@@H](C)[C@H](CO)O[O],"InChI=1S/C6H13O3/c1-3-5(2)6(4-7)9-8/h5-7H,3-4H2,1-2H3/t5-,6+/m1/s1","InChI=1S/C6H13O3/c1-3-5(2)6(4-7)9-8/h5-7H,3-4H2,1-2H3",0,2
1795,I3C6OH1-2O2-AA1,I3C6OH1-2O2,CC[C@@H](C)[C@@H](CO)O[O],CC[C@@H](C)[C@@H](CO)O[O],"InChI=1S/C6H13O3/c1-3-5(2)6(4-7)9-8/h5-7H,3-4H2,1-2H3/t5-,6-/m1/s1","InChI=1S/C6H13O3/c1-3-5(2)6(4-7)9-8/h5-7H,3-4H2,1-2H3",0,2
1796,I3C6OH2-1J-AA0,I3C6OH2-1J,CC[C@H](C)[C@H]([CH2])O,[CH2][C@@H]([C@@H](C)CC)O,"InChI=1S/C6H13O/c1-4-5(2)6(3)7/h5-7H,3-4H2,1-2H3/t5-,6-/m0/s1","InChI=1S/C6H13O/c1-4-5(2)6(3)7/h5-7H,3-4H2,1-2H3",0,2
1797,I3C6OH2-1J-AB0,I3C6OH2-1J,CC[C@H](C)[C@@H]([CH2])O,[CH2][C@H]([C@@H](C)CC)O,"InChI=1S/C6H13O/c1-4-5(2)6(3)7/h5-7H,3-4H2,1-2H3/t5-,6+/m0/s1","InChI=1S/C6H13O/c1-4-5(2)6(3)7/h5-7H,3-4H2,1-2H3",0,2
1798,I3C6OH2-1J-AB1,I3C6OH2-1J,CC[C@@H](C)[C@H]([CH2])O,[CH2][C@@H]([C@H](C)CC)O,"InChI=1S/C6H13O/c1-4-5(2)6(3)7/h5-7H,3-4H2,1-2H3/t5-,6+/m1/s1","InChI=1S/C6H13O/c1-4-5(2)6(3)7/h5-7H,3-4H2,1-2H3",0,2
1799,I3C6OH2-1J-AA1,I3C6OH2-1J,CC[C@@H](C)[C@@H]([CH2])O,[CH2][C@H]([C@H](C)CC)O,"InChI=1S/C6H13O/c1-4-5(2)6(3)7/h5-7H,3-4H2,1-2H3/t5-,6-/m1/s1","InChI=1S/C6H13O/c1-4-5(2)6(3)7/h5-7H,3-4H2,1-2H3",0,2
1800,I3C6OH2-1O2-AA0,I3C6OH2-1O2,CC[C@H](C)[C@H](CO[O])O,CC[C@H](C)[C@H](CO[O])O,"InChI=1S/C6H13O3/c1-3-5(2)6(7)4-9-8/h5-7H,3-4H2,1-2H3/t5-,6-/m0/s1","InChI=1S/C6H13O3/c1-3-5(2)6(7)4-9-8/h5-7H,3-4H2,1-2H3",0,2
1801,I3C6OH2-1O2-AB0,I3C6OH2-1O2,CC[C@H](C)[C@@H](CO[O])O,CC[C@H](C)[C@@H](CO[O])O,"InChI=1S/C6H13O3/c1-3-5(2)6(7)4-9-8/h5-7H,3-4H2,1-2H3/t5-,6+/m0/s1","InChI=1S/C6H13O3/c1-3-5(2)6(7)4-9-8/h5-7H,3-4H2,1-2H3",0,2
1802,I3C6OH2-1O2-AB1,I3C6OH2-1O2,CC[C@@H](C)[C@H](CO[O])O,CC[C@@H](C)[C@H](CO[O])O,"InChI=1S/C6H13O3/c1-3-5(2)6(7)4-9-8/h5-7H,3-4H2,1-2H3/t5-,6+/m1/s1","InChI=1S/C6H13O3/c1-3-5(2)6(7)4-9-8/h5-7H,3-4H2,1-2H3",0,2
1803,I3C6OH2-1O2-AA1,I3C6OH2-1O2,CC[C@@H](C)[C@@H](CO[O])O,CC[C@@H](C)[C@@H](CO[O])O,"InChI=1S/C6H13O3/c1-3-5(2)6(7)4-9-8/h5-7H,3-4H2,1-2H3/t5-,6-/m1/s1","InChI=1S/C6H13O3/c1-3-5(2)6(7)4-9-8/h5-7H,3-4H2,1-2H3",0,2
1804,I3C6OH2-3J-A0,I3C6OH2-3J,CC[C](C)[C@H](C)O,CC[C](C)[C@H](C)O,"InChI=1S/C6H13O/c1-4-5(2)6(3)7/h6-7H,4H2,1-3H3/t6-/m0/s1","InChI=1S/C6H13O/c1-4-5(2)6(3)7/h6-7H,4H2,1-3H3",0,2
1805,I3C6OH2-3J-A1,I3C6OH2-3J,CC[C](C)[C@@H](C)O,CC[C](C)[C@@H](C)O,"InChI=1S/C6H13O/c1-4-5(2)6(3)7/h6-7H,4H2,1-3H3/t6-/m1/s1","InChI=1S/C6H13O/c1-4-5(2)6(3)7/h6-7H,4H2,1-3H3",0,2
1806,I3C6OH2-3O2-AA0,I3C6OH2-3O2,CC[C@@](C)([C@H](C)O)O[O],CC[C@@](C)([C@H](C)O)O[O],"InChI=1S/C6H13O3/c1-4-6(3,9-8)5(2)7/h5,7H,4H2,1-3H3/t5-,6-/m0/s1","InChI=1S/C6H13O3/c1-4-6(3,9-8)5(2)7/h5,7H,4H2,1-3H3",0,2
1807,I3C6OH2-3O2-AB0,I3C6OH2-3O2,CC[C@](C)([C@H](C)O)O[O],CC[C@](C)([C@H](C)O)O[O],"InChI=1S/C6H13O3/c1-4-6(3,9-8)5(2)7/h5,7H,4H2,1-3H3/t5-,6+/m0/s1","InChI=1S/C6H13O3/c1-4-6(3,9-8)5(2)7/h5,7H,4H2,1-3H3",0,2
1808,I3C6OH2-3O2-AB1,I3C6OH2-3O2,CC[C@@](C)([C@@H](C)O)O[O],CC[C@@](C)([C@@H](C)O)O[O],"InChI=1S/C6H13O3/c1-4-6(3,9-8)5(2)7/h5,7H,4H2,1-3H3/t5-,6+/m1/s1","InChI=1S/C6H13O3/c1-4-6(3,9-8)5(2)7/h5,7H,4H2,1-3H3",0,2
1809,I3C6OH2-3O2-AA1,I3C6OH2-3O2,CC[C@](C)([C@@H](C)O)O[O],CC[C@](C)([C@@H](C)O)O[O],"InChI=1S/C6H13O3/c1-4-6(3,9-8)5(2)7/h5,7H,4H2,1-3H3/t5-,6-/m1/s1","InChI=1S/C6H13O3/c1-4-6(3,9-8)5(2)7/h5,7H,4H2,1-3H3",0,2
1810,I3C6OH3-2J-A0,I3C6OH3-2J,C[CH][C@@](C)(CC)O,C[CH][C@@](C)(CC)O,"InChI=1S/C6H13O/c1-4-6(3,7)5-2/h4,7H,5H2,1-3H3/t6-/m0/s1","InChI=1S/C6H13O/c1-4-6(3,7)5-2/h4,7H,5H2,1-3H3",0,2
1811,I3C6OH3-2J-A1,I3C6OH3-2J,C[CH][C@](C)(CC)O,C[CH][C@](C)(CC)O,"InChI=1S/C6H13O/c1-4-6(3,7)5-2/h4,7H,5H2,1-3H3/t6-/m1/s1","InChI=1S/C6H13O/c1-4-6(3,7)5-2/h4,7H,5H2,1-3H3",0,2
1812,I3C6OH3-2O2-AA0,I3C6OH3-2O2,CC[C@@](C)([C@H](C)O[O])O,CC[C@@](C)([C@H](C)O[O])O,"InChI=1S/C6H13O3/c1-4-6(3,7)5(2)9-8/h5,7H,4H2,1-3H3/t5-,6-/m0/s1","InChI=1S/C6H13O3/c1-4-6(3,7)5(2)9-8/h5,7H,4H2,1-3H3",0,2
1813,I3C6OH3-2O2-AB0,I3C6OH3-2O2,CC[C@](C)([C@H](C)O[O])O,CC[C@](C)([C@H](C)O[O])O,"InChI=1S/C6H13O3/c1-4-6(3,7)5(2)9-8/h5,7H,4H2,1-3H3/t5-,6+/m0/s1","InChI=1S/C6H13O3/c1-4-6(3,7)5(2)9-8/h5,7H,4H2,1-3H3",0,2
1814,I3C6OH3-2O2-AB1,I3C6OH3-2O2,CC[C@@](C)([C@@H](C)O[O])O,CC[C@@](C)([C@@H](C)O[O])O,"InChI=1S/C6H13O3/c1-4-6(3,7)5(2)9-8/h5,7H,4H2,1-3H3/t5-,6+/m1/s1","InChI=1S/C6H13O3/c1-4-6(3,7)5(2)9-8/h5,7H,4H2,1-3H3",0,2
1815,I3C6OH3-2O2-AA1,I3C6OH3-2O2,CC[C@](C)([C@@H](C)O[O])O,CC[C@](C)([C@@H](C)O[O])O,"InChI=1S/C6H13O3/c1-4-6(3,7)5(2)9-8/h5,7H,4H2,1-3H3/t5-,6-/m1/s1","InChI=1S/C6H13O3/c1-4-6(3,7)5(2)9-8/h5,7H,4H2,1-3H3",0,2
1816,I3C6OH3-4J,I3C6OH3-4J,CCC([CH2])(CC)O,[CH2]C(CC)(CC)O,"InChI=1S/C6H13O/c1-4-6(3,7)5-2/h7H,3-5H2,1-2H3","InChI=1S/C6H13O/c1-4-6(3,7)5-2/h7H,3-5H2,1-2H3",0,2
1817,I3C6OH3-4O2,I3C6OH3-4O2,CCC(CC)(CO[O])O,CCC(CC)(CO[O])O,"InChI=1S/C6H13O3/c1-3-6(7,4-2)5-9-8/h7H,3-5H2,1-2H3","InChI=1S/C6H13O3/c1-3-6(7,4-2)5-9-8/h7H,3-5H2,1-2H3",0,2
1818,I3C6OH4-3J,I3C6OH4-3J,CC[C](CC)CO,CC[C](CC)CO,"InChI=1S/C6H13O/c1-3-6(4-2)5-7/h7H,3-5H2,1-2H3","InChI=1S/C6H13O/c1-3-6(4-2)5-7/h7H,3-5H2,1-2H3",0,2
1819,I3C6OH4-3O2,I3C6OH4-3O2,CCC(CC)(CO)O[O],CCC(CC)(CO)O[O],"InChI=1S/C6H13O3/c1-3-6(4-2,5-7)9-8/h7H,3-5H2,1-2H3","InChI=1S/C6H13O3/c1-3-6(4-2,5-7)9-8/h7H,3-5H2,1-2H3",0,2
1820,I3C6OOH1-2-A1,I3C6OOH1-2,CC[C@@H](C)[CH]COO,CC[C@@H](C)[CH]COO,"InChI=1S/C6H13O2/c1-3-6(2)4-5-8-7/h4,6-7H,3,5H2,1-2H3/t6-/m1/s1","InChI=1S/C6H13O2/c1-3-6(2)4-5-8-7/h4,6-7H,3,5H2,1-2H3",0,2
1821,I3C6OOH1-2-A0,I3C6OOH1-2,CC[C@H](C)[CH]COO,CC[C@H](C)[CH]COO,"InChI=1S/C6H13O2/c1-3-6(2)4-5-8-7/h4,6-7H,3,5H2,1-2H3/t6-/m0/s1","InChI=1S/C6H13O2/c1-3-6(2)4-5-8-7/h4,6-7H,3,5H2,1-2H3",0,2
1822,I3C6OOH1-2O2-AA0,I3C6OOH1-2O2,CC[C@H](C)[C@H](COO)O[O],CC[C@H](C)[C@H](COO)O[O],"InChI=1S/C6H13O4/c1-3-5(2)6(10-8)4-9-7/h5-7H,3-4H2,1-2H3/t5-,6-/m0/s1","InChI=1S/C6H13O4/c1-3-5(2)6(10-8)4-9-7/h5-7H,3-4H2,1-2H3",0,2
1823,I3C6OOH1-2O2-AB0,I3C6OOH1-2O2,CC[C@H](C)[C@@H](COO)O[O],CC[C@H](C)[C@@H](COO)O[O],"InChI=1S/C6H13O4/c1-3-5(2)6(10-8)4-9-7/h5-7H,3-4H2,1-2H3/t5-,6+/m0/s1","InChI=1S/C6H13O4/c1-3-5(2)6(10-8)4-9-7/h5-7H,3-4H2,1-2H3",0,2
1824,I3C6OOH1-2O2-AB1,I3C6OOH1-2O2,CC[C@@H](C)[C@H](COO)O[O],CC[C@@H](C)[C@H](COO)O[O],"InChI=1S/C6H13O4/c1-3-5(2)6(10-8)4-9-7/h5-7H,3-4H2,1-2H3/t5-,6+/m1/s1","InChI=1S/C6H13O4/c1-3-5(2)6(10-8)4-9-7/h5-7H,3-4H2,1-2H3",0,2
1825,I3C6OOH1-2O2-AA1,I3C6OOH1-2O2,CC[C@@H](C)[C@@H](COO)O[O],CC[C@@H](C)[C@@H](COO)O[O],"InChI=1S/C6H13O4/c1-3-5(2)6(10-8)4-9-7/h5-7H,3-4H2,1-2H3/t5-,6-/m1/s1","InChI=1S/C6H13O4/c1-3-5(2)6(10-8)4-9-7/h5-7H,3-4H2,1-2H3",0,2
1826,I3C6OOH1-3,I3C6OOH1-3,CC[C](C)CCOO,CC[C](C)CCOO,"InChI=1S/C6H13O2/c1-3-6(2)4-5-8-7/h7H,3-5H2,1-2H3","InChI=1S/C6H13O2/c1-3-6(2)4-5-8-7/h7H,3-5H2,1-2H3",0,2
1827,I3C6OOH1-3O2-A0,I3C6OOH1-3O2,CC[C@@](C)(CCOO)O[O],CC[C@@](C)(CCOO)O[O],"InChI=1S/C6H13O4/c1-3-6(2,10-8)4-5-9-7/h7H,3-5H2,1-2H3/t6-/m0/s1","InChI=1S/C6H13O4/c1-3-6(2,10-8)4-5-9-7/h7H,3-5H2,1-2H3",0,2
1828,I3C6OOH1-3O2-A1,I3C6OOH1-3O2,CC[C@](C)(CCOO)O[O],CC[C@](C)(CCOO)O[O],"InChI=1S/C6H13O4/c1-3-6(2,10-8)4-5-9-7/h7H,3-5H2,1-2H3/t6-/m1/s1","InChI=1S/C6H13O4/c1-3-6(2,10-8)4-5-9-7/h7H,3-5H2,1-2H3",0,2
