,name,smiles,inchi
287,IC3H4CHO-A,C=C([CH2])C=O,"InChI=1S/C4H5O/c1-4(2)3-5/h3H,1-2H2"
288,IC3H5CO,C=C(C)[C]=O,"InChI=1S/C4H5O/c1-4(2)3-5/h1H2,2H3"
289,NC4H5O2,C=CC=C(O[O]),"InChI=1S/C4H5O2/c1-2-3-4-6-5/h2-4H,1H2"
290,OVCC(VC)COJ,[O]CC(=C)C=O,"InChI=1S/C4H5O2/c1-4(2-5)3-6/h2H,1,3H2"
291,SC3H5CO,CC=C[C]=O,"InChI=1S/C4H5O/c1-2-3-4-5/h2-3H,1H3"
292,AC3H5CHO,C=CCC=O,"InChI=1S/C4H6O/c1-2-3-4-5/h2,4H,1,3H2"
293,C2H3CHOCH2,C=CC1CO1,"InChI=1S/C4H6O/c1-2-4-3-5-4/h2,4H,1,3H2"
294,C2H3CHOHCHO,C=CC(C=O)O,"InChI=1S/C4H6O2/c1-2-4(6)3-5/h2-4,6H,1H2"
295,C2H3COCH2OH,OCC(=O)C=C,"InChI=1S/C4H6O2/c1-2-4(6)3-5/h2,5H,1,3H2"
296,C2H3COCH2Q,OOCC(=O)C=C,"InChI=1S/C4H6O3/c1-2-4(5)3-7-6/h2,6H,1,3H2"
297,C2H3COCH3,CC(=O)C=C,"InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3"
298,C2H5CHCO,CCC=C=O,"InChI=1S/C4H6O/c1-2-3-4-5/h3H,2H2,1H3"
299,C3H2OHCH2Q,OC(=C=C)COO,"InChI=1S/C4H6O3/c1-2-4(5)3-7-6/h5-6H,1,3H2"
300,C3H3CH2OOH,OOCC=C=C,"InChI=1S/C4H6O2/c1-2-3-4-6-5/h3,5H,1,4H2"
301,C3H3CHO-OOH23,OOC(=C)C(C=O)OO,"InChI=1S/C4H6O5/c1-3(8-6)4(2-5)9-7/h2,4,6-7H,1H2"
302,C3H3OHCHO1-2OOH,OC(C(=C)OO)C=O,"InChI=1S/C4H6O4/c1-3(8-7)4(6)2-5/h2,4,6-7H,1H2"
303,C4H412-OOH34,OOCC(=C=C)OO,"InChI=1S/C4H6O4/c1-2-4(8-6)3-7-5/h5-6H,1,3H2"
304,C4H4O-OOH24,OOCC(=O)C(=C)OO,"InChI=1S/C4H6O5/c1-3(9-7)4(5)2-8-6/h6-7H,1-2H2"
305,"C4H51,3OH2",C=CC(=C)O,"InChI=1S/C4H6O/c1-3-4(2)5/h3,5H,1-2H2"
306,C4H5OH-13,OC=CC=C,"InChI=1S/C4H6O/c1-2-3-4-5/h2-5H,1H2"
307,C4H6,C=CC=C,"InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2"
308,C4H6-1,CCC#C,"InChI=1S/C4H6/c1-3-4-2/h1H,4H2,2H3"
309,C4H612,CC=C=C,"InChI=1S/C4H6/c1-3-4-2/h4H,1H2,2H3"
310,C4H6-2,CC#CC,InChI=1S/C4H6/c1-3-4-2/h1-2H3
311,C4H6O23,C1CC=CO1,"InChI=1S/C4H6O/c1-2-4-5-3-1/h1,3H,2,4H2"
312,C4H6O25,O1CC=CC1,"InChI=1S/C4H6O/c1-2-4-5-3-1/h1-2H,3-4H2"
313,CDY(COCC)OH,OC1COC1=C,"InChI=1S/C4H6O2/c1-3-4(5)2-6-3/h4-5H,1-2H2"
314,CHOC3H4OH,OCC=CC=O,"InChI=1S/C4H6O2/c5-3-1-2-4-6/h1-3,6H,4H2"
315,CVCYCCOC,C=C1COC1,InChI=1S/C4H6O/c1-4-2-5-3-4/h1-3H2
316,IC3H5CHO,C=C(C)C=O,"InChI=1S/C4H6O/c1-4(2)3-5/h3H,1H2,2H3"
317,IC3H6CO,CC(C)=C=O,InChI=1S/C4H6O/c1-4(2)3-5/h1-2H3
318,OVCC(VC)COOH,C=C(C=O)COO,"InChI=1S/C4H6O3/c1-4(2-5)3-7-6/h2,6H,1,3H2"
319,SC3H5CHO,CC=CC=O,"InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3"
320,AC3H5OCH2,[CH2]OCC=C,"InChI=1S/C4H7O/c1-3-4-5-2/h3H,1-2,4H2"
321,C2CYCOOC-I1,CC1([CH2])COO1,"InChI=1S/C4H7O2/c1-4(2)3-5-6-4/h1,3H2,2H3"
322,C2H3CHOHCH2,[CH2]C(C=C)O,"InChI=1S/C4H7O/c1-3-4(2)5/h3-5H,1-2H2"
323,C2H3CHOHCH2O,OC(C=C)C[O],"InChI=1S/C4H7O2/c1-2-4(6)3-5/h2,4,6H,1,3H2"
324,C2H3CHOHCH2OO,OC(C=C)CO[O],"InChI=1S/C4H7O3/c1-2-4(5)3-7-6/h2,4-5H,1,3H2"
325,C2H4COCH2OH,CC=C(CO)[O],"InChI=1S/C4H7O2/c1-2-4(6)3-5/h2,5H,3H2,1H3"
326,C2H5CHOHCO,CCC([C]=O)O,"InChI=1S/C4H7O2/c1-2-4(6)3-5/h4,6H,2H2,1H3"
327,C2H5COCH2,CCC(=C)[O],"InChI=1S/C4H7O/c1-3-4(2)5/h2-3H2,1H3"
328,C3H4CH2OH-1O,OCC=CC[O],"InChI=1S/C4H7O2/c5-3-1-2-4-6/h1-2,5H,3-4H2"
329,C3H4CH2OH-3O,[O]C(C=C)CO,"InChI=1S/C4H7O2/c1-2-4(6)3-5/h2,4-5H,1,3H2"
330,C3H6CHO-3,[CH2]CCC=O,"InChI=1S/C4H7O/c1-2-3-4-5/h4H,1-3H2"
331,C3H6CHO-2,C[CH]CC=O,"InChI=1S/C4H7O/c1-2-3-4-5/h2,4H,3H2,1H3"
332,C3H6CHO-1,CCC=C[O],"InChI=1S/C4H7O/c1-2-3-4-5/h3-4H,2H2,1H3"
333,C4H5OH1-4OOH,OC([C]=C)COO,"InChI=1S/C4H7O3/c1-2-4(5)3-7-6/h4-6H,1,3H2"
334,C4H5OH1-4OOH-2OO,OOCC(C(=C)O[O])O,"InChI=1S/C4H7O5/c1-3(9-7)4(5)2-8-6/h4-6H,1-2H2"
335,"C4H5OJ1-2,4OOH",OOCC(C(=C)OO)[O],"InChI=1S/C4H7O5/c1-3(9-7)4(5)2-8-6/h4,6-7H,1-2H2"
336,C4H61-2OOH34,OOCC([C]=C)OO,"InChI=1S/C4H7O4/c1-2-4(8-6)3-7-5/h4-6H,1,3H2"
337,C4H61-3OOH4,OOC[CH]C=C,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h2-3,5H,1,4H2"
338,C4H61-OOH34-OO2,OOCC(C(=C)O[O])OO,"InChI=1S/C4H7O6/c1-3(9-6)4(10-7)2-8-5/h4-5,7H,1-2H2"
339,C4H61-OOH3-OO4,[O]OCC(C=C)OO,"InChI=1S/C4H7O4/c1-2-4(8-6)3-7-5/h2,4,6H,1,3H2"
340,"C4H63,1-1OH",CC=C[CH]O,"InChI=1S/C4H7O/c1-2-3-4-5/h2-5H,1H3"
341,"C4H63,1-2OH",C[CH]C(=C)O,"InChI=1S/C4H7O/c1-3-4(2)5/h3,5H,2H2,1H3"
342,"C4H63,1-3OH",C[C](C=C)O,"InChI=1S/C4H7O/c1-3-4(2)5/h3,5H,1H2,2H3"
343,"C4H64,2-1OH",OC[CH]C=C,"InChI=1S/C4H7O/c1-2-3-4-5/h2-3,5H,1,4H2"
344,C4H6O1-3OOH4,[O]C(C=C)COO,"InChI=1S/C4H7O3/c1-2-4(5)3-7-6/h2,4,6H,1,3H2"
345,C4H71-1,CCC=[CH],"InChI=1S/C4H7/c1-3-4-2/h1,3H,4H2,2H3"
346,C4H71-1O2,CCC=CO[O],"InChI=1S/C4H7O2/c1-2-3-4-6-5/h3-4H,2H2,1H3"
347,C4H71-2,CC[C]=C,"InChI=1S/C4H7/c1-3-4-2/h1,4H2,2H3"
348,C4H71-2O2,CCC(=C)O[O],"InChI=1S/C4H7O2/c1-3-4(2)6-5/h2-3H2,1H3"
349,C4H71-3,C[CH]C=C,"InChI=1S/C4H7/c1-3-4-2/h3-4H,1H2,2H3"
350,C4H71-4,[CH2]CC=C,"InChI=1S/C4H7/c1-3-4-2/h3H,1-2,4H2"
351,C4H71-4O2,[O]OCCC=C,"InChI=1S/C4H7O2/c1-2-3-4-6-5/h2H,1,3-4H2"
352,C4H71-O,CC(C=C)[O],"InChI=1S/C4H7O/c1-3-4(2)5/h3-4H,1H2,2H3"
353,C4H72-2,C[C]=CC,"InChI=1S/C4H7/c1-3-4-2/h3H,1-2H3"
354,C4H72-2O2,CC(=CC)O[O],"InChI=1S/C4H7O2/c1-3-4(2)6-5/h3H,1-2H3"
355,C4H7O12-4,[CH2]CC1CO1,"InChI=1S/C4H7O/c1-2-4-3-5-4/h4H,1-3H2"
356,C4H7O13-4,[CH2]C1CCO1,"InChI=1S/C4H7O/c1-4-2-3-5-4/h4H,1-3H2"
357,C4H7O1-4,[O]CCC=C,"InChI=1S/C4H7O/c1-2-3-4-5/h2H,1,3-4H2"
358,C4H7O2-1,CC=CC[O],"InChI=1S/C4H7O/c1-2-3-4-5/h2-3H,4H2,1H3"
359,C4H7O23-1,CC1OC1[CH2],"InChI=1S/C4H7O/c1-3-4(2)5-3/h3-4H,1H2,2H3"
360,C4Y1-3OR,CC(CC=O)[O],"InChI=1S/C4H7O2/c1-4(6)2-3-5/h3-4H,2H2,1H3"
361,CC4H7O-IJ,[CH2]C1COC1,"InChI=1S/C4H7O/c1-4-2-5-3-4/h4H,1-3H2"
362,CCYC2OCO,CC1(C[O])CO1,"InChI=1S/C4H7O2/c1-4(2-5)3-6-4/h2-3H2,1H3"
363,CCYCCOOC-I2,CC1[CH]OOC1,"InChI=1S/C4H7O2/c1-4-2-5-6-3-4/h2,4H,3H2,1H3"
364,CCYCCOOC-T1,C[C]1COOC1,"InChI=1S/C4H7O2/c1-4-2-5-6-3-4/h2-3H2,1H3"
365,CH2CH2COCH3,[CH2]CC(=O)C,"InChI=1S/C4H7O/c1-3-4(2)5/h1,3H2,2H3"
366,CH2CHOOHCOCH3,[CH2]C(C(=O)C)OO,"InChI=1S/C4H7O3/c1-3(5)4(2)7-6/h4,6H,2H2,1H3"
367,CH3CHCOCH3,CC=C([O])C,"InChI=1S/C4H7O/c1-3-4(2)5/h3H,1-2H3"
368,CH3CHOOCOCH3,CC(C(=O)C)O[O],"InChI=1S/C4H7O3/c1-3(5)4(2)7-6/h4H,1-2H3"
369,CH3COCOHCH3,CC(=C(O)C)[O],"InChI=1S/C4H7O2/c1-3(5)4(2)6/h5H,1-2H3"
370,CHOIC3H6O,CC(C=O)C[O],"InChI=1S/C4H7O2/c1-4(2-5)3-6/h2,4H,3H2,1H3"
371,CVC(COOJ)COOH,C=C(CO[O])COO,"InChI=1S/C4H7O4/c1-4(2-7-5)3-8-6/h5H,1-3H2"
372,IC3H5OOCH2,C=C(C)OO[CH2],"InChI=1S/C4H7O2/c1-4(2)6-5-3/h1,3H2,2H3"
373,IC3H6CHO,[CH2]C(C)C=O,"InChI=1S/C4H7O/c1-4(2)3-5/h3-4H,1H2,2H3"
374,IC3H7CO,CC(C)[C]=O,"InChI=1S/C4H7O/c1-4(2)3-5/h4H,1-2H3"
375,IC4H6OH,[CH2]C(=C)CO,"InChI=1S/C4H7O/c1-4(2)3-5/h5H,1-3H2"
376,IC4H6OOH-I,C=C([CH2])COO,"InChI=1S/C4H7O2/c1-4(2)3-6-5/h5H,1-3H2"
377,IC4H7,[CH2]C(=C)C,"InChI=1S/C4H7/c1-4(2)3/h1-2H2,3H3"
378,IC4H7-I1,[CH]=C(C)C,"InChI=1S/C4H7/c1-4(2)3/h1H,2-3H3"
379,IC4H7-I1OO,CC(C)=CO[O],"InChI=1S/C4H7O2/c1-4(2)3-6-5/h3H,1-2H3"
380,IC4H7O,C=C(C)C[O],"InChI=1S/C4H7O/c1-4(2)3-5/h1,3H2,2H3"
381,IC4H7O2,C=C(C)CO[O],"InChI=1S/C4H7O2/c1-4(2)3-6-5/h1,3H2,2H3"
382,IC4QA-AOJ,C=C(C[O])COO,"InChI=1S/C4H7O3/c1-4(2-5)3-7-6/h6H,1-3H2"
383,NC3H7CO,CCC[C]=O,"InChI=1S/C4H7O/c1-2-3-4-5/h2-3H2,1H3"
384,SC3H5OCH2-1,[CH2]OC=CC,"InChI=1S/C4H7O/c1-3-4-5-2/h3-4H,2H2,1H3"
385,TC3H6CHO,C[C](C)C=O,"InChI=1S/C4H7O/c1-4(2)3-5/h3H,1-2H3"
386,TC3H6O2HCO,CC(C)([C]=O)OO,"InChI=1S/C4H7O3/c1-4(2,3-5)7-6/h6H,1-2H3"
387,TC3H6OCHO,CC(C)([O])C=O,"InChI=1S/C4H7O2/c1-4(2,6)3-5/h3H,1-2H3"
388,AC4H7OOH,C=CCOOC,"InChI=1S/C4H8O2/c1-3-4-6-5-2/h3H,1,4H2,2H3"
389,C2CY(COC)OH,OC1OC1(C)C,"InChI=1S/C4H8O2/c1-4(2)3(5)6-4/h3,5H,1-2H3"
390,C2H5COCH3,CCC(=O)C,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3"
391,C3H4CH2OH-1OOH,OOCC=CCO,"InChI=1S/C4H8O3/c5-3-1-2-4-7-6/h1-2,5-6H,3-4H2"
392,C4H6OHOOH1-2-3,OOC(C(=C)O)C,"InChI=1S/C4H8O3/c1-3(5)4(2)7-6/h4-6H,1H2,2H3"
393,C4H6OHOOH1-3-4,OC(C=C)COO,"InChI=1S/C4H8O3/c1-2-4(5)3-7-6/h2,4-6H,1,3H2"
394,C4H6OHOOH1-4-3,OCC(C=C)OO,"InChI=1S/C4H8O3/c1-2-4(3-5)7-6/h2,4-6H,1,3H2"
395,C4H6OHOOH2-2-1,CC=C(COO)O,"InChI=1S/C4H8O3/c1-2-4(5)3-7-6/h2,5-6H,3H2,1H3"
396,C4H71-1OH,CCC=CO,"InChI=1S/C4H8O/c1-2-3-4-5/h3-5H,2H2,1H3"
397,C4H71-2OH,CCC(=C)O,"InChI=1S/C4H8O/c1-3-4(2)5/h5H,2-3H2,1H3"
398,C4H71-3OH,CC(C=C)O,"InChI=1S/C4H8O/c1-3-4(2)5/h3-5H,1H2,2H3"
399,C4H71-3OOH,CC(C=C)OO,"InChI=1S/C4H8O2/c1-3-4(2)6-5/h3-5H,1H2,2H3"
400,C4H71-4OH,OCCC=C,"InChI=1S/C4H8O/c1-2-3-4-5/h2,5H,1,3-4H2"
401,C4H71-4OOH,OOCCC=C,"InChI=1S/C4H8O2/c1-2-3-4-6-5/h2,5H,1,3-4H2"
402,C4H72-1OH,CC=CCO,"InChI=1S/C4H8O/c1-2-3-4-5/h2-3,5H,4H2,1H3"
403,C4H72-1OOH,CC=CCOO,"InChI=1S/C4H8O2/c1-2-3-4-6-5/h2-3,5H,4H2,1H3"
404,C4H72-2OH,CC=C(O)C,"InChI=1S/C4H8O/c1-3-4(2)5/h3,5H,1-2H3"
405,C4H7O1-2OOH-3,CC(C1CO1)OO,"InChI=1S/C4H8O3/c1-3(7-5)4-2-6-4/h3-5H,2H2,1H3"
406,C4H7O1-2OOH-4,OOCCC1CO1,"InChI=1S/C4H8O3/c5-7-2-1-4-3-6-4/h4-5H,1-3H2"
407,C4H7O1-3OOH-2,CC1OCC1OO,"InChI=1S/C4H8O3/c1-3-4(7-5)2-6-3/h3-5H,2H2,1H3"
408,C4H7O1-3OOH-4,OOCC1CCO1,"InChI=1S/C4H8O3/c5-7-3-4-1-2-6-4/h4-5H,1-3H2"
409,C4H7O1-4OOH-2,OOC1COCC1,"InChI=1S/C4H8O3/c5-7-4-1-2-6-3-4/h4-5H,1-3H2"
410,C4H7O2-3OOH-1,CC1OC1COO,"InChI=1S/C4H8O3/c1-3-4(7-3)2-6-5/h3-5H,2H2,1H3"
411,C4H8-1,CCC=C,"InChI=1S/C4H8/c1-3-4-2/h3H,1,4H2,2H3"
412,C4H8-2,CC=CC,"InChI=1S/C4H8/c1-3-4-2/h3-4H,1-2H3"
413,C4H8O1-2,CCC1CO1,"InChI=1S/C4H8O/c1-2-4-3-5-4/h4H,2-3H2,1H3"
414,C4H8O1-3,CC1CCO1,"InChI=1S/C4H8O/c1-4-2-3-5-4/h4H,2-3H2,1H3"
415,C4H8O1-4,C1CCCO1,InChI=1S/C4H8O/c1-2-4-5-3-1/h1-4H2
416,C4H8O2-3,CC1OC1C,"InChI=1S/C4H8O/c1-3-4(2)5-3/h3-4H,1-2H3"
417,CC4H8O,C1C(C)CO1,"InChI=1S/C4H8O/c1-4-2-5-3-4/h4H,2-3H2,1H3"
418,CCY(CCO)COH,CC1(CO)CO1,"InChI=1S/C4H8O2/c1-4(2-5)3-6-4/h5H,2-3H2,1H3"
419,CCY(CCOC)OH,CC1(O)COC1,"InChI=1S/C4H8O2/c1-4(5)2-6-3-4/h5H,2-3H2,1H3"
420,CCY(COCC)OH,OC1COC1C,"InChI=1S/C4H8O2/c1-3-4(5)2-6-3/h3-5H,2H2,1H3"
421,CHOC(CH3)OHCH2Q,CC(C=O)(COO)O,"InChI=1S/C4H8O4/c1-4(6,2-5)3-8-7/h2,6-7H,3H2,1H3"
422,COHQCYC(COC),CC1(CO1)C(O)OO ,"InChI=1S/C4H8O4/c1-4(2-7-4)3(5)8-6/h3,5-6H,2H2,1H3"
423,CY(CCCO)COH,OCC1CCO1,"InChI=1S/C4H8O2/c5-3-4-1-2-6-4/h4-5H,1-3H2"
424,HOCOCQ(CH3)2,OOC(C(=O)O)(C)C,"InChI=1S/C4H8O4/c1-4(2,8-7)3(5)6/h7H,1-2H3,(H,5,6)"
425,IC3H5COHQ,CC(=C)C(OO)O,"InChI=1S/C4H8O3/c1-3(2)4(5)7-6/h4-6H,1H2,2H3"
426,IC3H6OHCHO,O=CC(O)(C)C,"InChI=1S/C4H8O2/c1-4(2,6)3-5/h3,6H,1-2H3"
427,IC3H7CHO,CC(C)C=O,"InChI=1S/C4H8O/c1-4(2)3-5/h3-4H,1-2H3"
428,IC4H6Q2-II,OOCC(=C)COO,"InChI=1S/C4H8O4/c1-4(2-7-5)3-8-6/h5-6H,1-3H2"
429,IC4H7OH,C=C(C)CO,"InChI=1S/C4H8O/c1-4(2)3-5/h5H,1,3H2,2H3"
430,IC4H7OOH,C=C(C)COO,"InChI=1S/C4H8O2/c1-4(2)3-6-5/h5H,1,3H2,2H3"
431,IC4H8,C=C(C)C,"InChI=1S/C4H8/c1-4(2)3/h1H2,2-3H3"
432,IC4H8O,CC1(C)CO1,"InChI=1S/C4H8O/c1-4(2)3-5-4/h3H2,1-2H3"
433,IC4KETII,CC(C=O)COO,"InChI=1S/C4H8O3/c1-4(2-5)3-7-6/h2,4,6H,3H2,1H3"
434,IC4KETIT,CC(C)(C=O)OO,"InChI=1S/C4H8O3/c1-4(2,3-5)7-6/h3,6H,1-2H3"
435,NC3H7CHO,CCCC=O,"InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3"
436,NC4KET12,CCC(C=O)OO,"InChI=1S/C4H8O3/c1-2-4(3-5)7-6/h3-4,6H,2H2,1H3"
437,NC4KET12OH,CCC(C=O)O,"InChI=1S/C4H8O2/c1-2-4(6)3-5/h3-4,6H,2H2,1H3"
438,NC4KET13,CC(CC=O)OO,"InChI=1S/C4H8O3/c1-4(7-6)2-3-5/h3-4,6H,2H2,1H3"
439,NC4KET13OH-2,OOC(C(C=O)O)C,"InChI=1S/C4H8O4/c1-3(8-7)4(6)2-5/h2-4,6-7H,1H3"
440,NC4KET14,O=CCCCOO,"InChI=1S/C4H8O3/c5-3-1-2-4-7-6/h3,6H,1-2,4H2"
441,NC4KET21,CCC(=O)COO,"InChI=1S/C4H8O3/c1-2-4(5)3-7-6/h6H,2-3H2,1H3"
442,NC4KET21OH,CCC(=O)CO,"InChI=1S/C4H8O2/c1-2-4(6)3-5/h5H,2-3H2,1H3"
443,NC4KET23,CC(OO)C(=O)C,"InChI=1S/C4H8O3/c1-3(5)4(2)7-6/h4,6H,1-2H3"
444,NC4KET23OH,CC(=O)C(O)C,"InChI=1S/C4H8O2/c1-3(5)4(2)6/h3,5H,1-2H3"
445,NC4KET24,OOCCC(=O)C,"InChI=1S/C4H8O3/c1-4(5)2-3-7-6/h6H,2-3H2,1H3"
446,NC4KET24OH-1,OOCCC(=O)CO,"InChI=1S/C4H8O4/c5-3-4(6)1-2-8-7/h5,7H,1-3H2"
447,NC4KET24OH-3,CC(=O)C(COO)O,"InChI=1S/C4H8O4/c1-3(5)4(6)2-8-7/h4,6-7H,2H2,1H3"
448,QCYC(CCOC)OH,CC1(COC1O)OO ,"InChI=1S/C4H8O4/c1-4(8-6)2-7-3(4)5/h3,5-6H,2H2,1H3"
449,SC4H7OH-I,CC(C)=CO,"InChI=1S/C4H8O/c1-4(2)3-5/h3,5H,1-2H3"
450,SC4H7OH-IP,[CH2]C(C)=CO,"InChI=1S/C4H7O/c1-4(2)3-5/h3,5H,1H2,2H3"
451,"C4H71-2,3OOH",OOC(C(OO)C)[CH2],"InChI=1S/C4H9O4/c1-3(7-5)4(2)8-6/h3-6H,1H2,2H3"
452,"C4H71-2,4OOH",OOCCC(OO)[CH2],"InChI=1S/C4H9O4/c1-4(8-6)2-3-7-5/h4-6H,1-3H2"
453,"C4H71-3,4OOH",OOCC(OO)C[CH2],"InChI=1S/C4H9O4/c1-2-4(8-6)3-7-5/h4-6H,1-3H2"
454,"C4H72-1,3OOH",OOC[CH]C(OO)C,"InChI=1S/C4H9O4/c1-4(8-6)2-3-7-5/h2,4-6H,3H2,1H3"
455,"C4H72-1,4OOH",OOC[CH]CCOO,"InChI=1S/C4H9O4/c5-7-3-1-2-4-8-6/h1,5-6H,2-4H2"
456,"C4H72-3,4OOH",OOCC(OO)[CH]C,"InChI=1S/C4H9O4/c1-2-4(8-6)3-7-5/h2,4-6H,3H2,1H3"
457,"C4H7O2-1,3OOH",OOCC(C(OO)C)[O],"InChI=1S/C4H9O5/c1-3(9-7)4(5)2-8-6/h3-4,6-7H,2H2,1H3"
458,C4H8OOH1-2,CC[CH]COO,"InChI=1S/C4H9O2/c1-2-3-4-6-5/h3,5H,2,4H2,1H3"
459,C4H8OOH1-2O2,OOCC(O[O])CC,"InChI=1S/C4H9O4/c1-2-4(8-6)3-7-5/h4-5H,2-3H2,1H3"
460,C4H8OOH1-3,C[CH]CCOO,"InChI=1S/C4H9O2/c1-2-3-4-6-5/h2,5H,3-4H2,1H3"
461,C4H8OOH1-3O2,OOCCC(O[O])C,"InChI=1S/C4H9O4/c1-4(8-6)2-3-7-5/h4-5H,2-3H2,1H3"
462,C4H8OOH1-4,[CH2]CCCOO,"InChI=1S/C4H9O2/c1-2-3-4-6-5/h5H,1-4H2"
463,C4H8OOH1-4O2,OOCCCCO[O],"InChI=1S/C4H9O4/c5-7-3-1-2-4-8-6/h5H,1-4H2"
464,C4H8OOH2-1,[CH2]C(OO)CC,"InChI=1S/C4H9O2/c1-3-4(2)6-5/h4-5H,2-3H2,1H3"
465,C4H8OOH2-1O2,[O]OCC(OO)CC,"InChI=1S/C4H9O4/c1-2-4(8-6)3-7-5/h4,6H,2-3H2,1H3"
466,C4H8OOH2-3,CC(OO)[CH]C,"InChI=1S/C4H9O2/c1-3-4(2)6-5/h3-5H,1-2H3"
467,C4H8OOH2-3O2,OOC(C(O[O])C)C,"InChI=1S/C4H9O4/c1-3(7-5)4(2)8-6/h3-5H,1-2H3"
468,C4H8OOH2-4,CC(OO)C[CH2],"InChI=1S/C4H9O2/c1-3-4(2)6-5/h4-5H,1,3H2,2H3"
469,C4H8OOH2-4O2,[O]OCCC(OO)C,"InChI=1S/C4H9O4/c1-4(8-6)2-3-7-5/h4,6H,2-3H2,1H3"
470,IC4H8O2H-I,[CH2]C(C)COO,"InChI=1S/C4H9O2/c1-4(2)3-6-5/h4-5H,1,3H2,2H3"
471,IC4H8O2H-T,C[C](C)COO,"InChI=1S/C4H9O2/c1-4(2)3-6-5/h5H,3H2,1-2H3"
472,IC4H8OH,[CH2]C(C)CO,"InChI=1S/C4H9O/c1-4(2)3-5/h4-5H,1,3H2,2H3"
473,IC4H8OH-IT,C[C](C)CO,"InChI=1S/C4H9O/c1-4(2)3-5/h5H,3H2,1-2H3"
474,IC4H8OH-TI,CC(C)(O)[CH2],"InChI=1S/C4H9O/c1-4(2,3)5/h5H,1H2,2-3H3"
475,IC4H8OOH-IO2,CC(CO[O])COO,"InChI=1S/C4H9O4/c1-4(2-7-5)3-8-6/h4-5H,2-3H2,1H3"
476,IC4H8OOH-TO2,CC(C)(COO)O[O],"InChI=1S/C4H9O4/c1-4(2,8-6)3-7-5/h5H,3H2,1-2H3"
477,IC4H9,[CH2]C(C)C,"InChI=1S/C4H9/c1-4(2)3/h4H,1H2,2-3H3"
478,IC4H9O,CC(C)C[O],"InChI=1S/C4H9O/c1-4(2)3-5/h4H,3H2,1-2H3"
479,IC4H9O2,CC(C)CO[O],"InChI=1S/C4H9O2/c1-4(2)3-6-5/h4H,3H2,1-2H3"
480,IIC4H7Q2-I,[CH2]C(COO)COO,"InChI=1S/C4H9O4/c1-4(2-7-5)3-8-6/h4-6H,1-3H2"
481,IIC4H7Q2-T,C[C](COO)COO,"InChI=1S/C4H9O4/c1-4(2-7-5)3-8-6/h5-6H,2-3H2,1H3"
482,IQC4H7OHT,OOCC(O)([CH2])C,"InChI=1S/C4H9O3/c1-4(2,5)3-7-6/h5-6H,1,3H2,2H3"
483,IQC4H7OHTO2,OOCC(CO[O])(O)C,"InChI=1S/C4H9O5/c1-4(5,2-8-6)3-9-7/h5-6H,2-3H2,1H3"
484,IQC4H7OHTQ-P,OOCC(COO)(O)[CH2],"InChI=1S/C4H9O5/c1-4(5,2-8-6)3-9-7/h5-7H,1-3H2"
485,IQC4H8OT,OOCC([O])(C)C,"InChI=1S/C4H9O3/c1-4(2,5)3-7-6/h6H,3H2,1-2H3"
486,IQC4H8OTQ-I,OOCC(COO)([O])C,"InChI=1S/C4H9O5/c1-4(5,2-8-6)3-9-7/h6-7H,2-3H2,1H3"
487,IQJC4H8OH,[O]OCC(O)(C)C,"InChI=1S/C4H9O3/c1-4(2,5)3-7-6/h5H,3H2,1-2H3"
488,PC4H8OH-1,CCC[CH]O,"InChI=1S/C4H9O/c1-2-3-4-5/h4-5H,2-3H2,1H3"
489,PC4H8OH-2,CC[CH]CO,"InChI=1S/C4H9O/c1-2-3-4-5/h3,5H,2,4H2,1H3"
490,PC4H8OH-2O2,CCC(O[O])CO,"InChI=1S/C4H9O3/c1-2-4(3-5)7-6/h4-5H,2-3H2,1H3"
491,PC4H8OH-3,C[CH]CCO,"InChI=1S/C4H9O/c1-2-3-4-5/h2,5H,3-4H2,1H3"
492,PC4H8OH-4,[CH2]CCCO,"InChI=1S/C4H9O/c1-2-3-4-5/h5H,1-4H2"
493,PC4H9,[CH2]CCC,"InChI=1S/C4H9/c1-3-4-2/h1,3-4H2,2H3"
494,PC4H9O,CCCC[O],"InChI=1S/C4H9O/c1-2-3-4-5/h2-4H2,1H3"
495,PC4H9O2,CCCCO[O],"InChI=1S/C4H9O2/c1-2-3-4-6-5/h2-4H2,1H3"
496,PQC4H7OHS-3,C[CH]C(COO)O,"InChI=1S/C4H9O3/c1-2-4(5)3-7-6/h2,4-6H,3H2,1H3"
497,PQC4H7OHS-3O2,OOCC(C(O[O])C)O,"InChI=1S/C4H9O5/c1-3(9-7)4(5)2-8-6/h3-6H,2H2,1H3"
498,PQC4H8OS,CCC(COO)[O],"InChI=1S/C4H9O3/c1-2-4(5)3-7-6/h4,6H,2-3H2,1H3"
499,QC4H7OHP,OCC(OO)([CH2])C,"InChI=1S/C4H9O3/c1-4(2,3-5)7-6/h5-6H,1,3H2,2H3"
500,SC4H8OH-1,CCC(O)[CH2],"InChI=1S/C4H9O/c1-3-4(2)5/h4-5H,2-3H2,1H3"
