name,smiles,inchi,charge,mult
O,[O],InChI=1S/O,0,3
O2,[O][O],InChI=1S/O2/c1-2,0,3
H,[H],InChI=1S/H,0,2
HO2,[O]O,InChI=1S/HO2/c1-2/h1H,0,2
OH,[OH],InChI=1S/HO/h1H,0,2
H2,[H][H],InChI=1S/H2/h1H,0,1
H2O,O,InChI=1S/H2O/h1H2,0,1
H2O2,OO,InChI=1S/H2O2/c1-2/h1-2H,0,1
CO,[C]=O,InChI=1S/CO/c1-2,0,1
HCO,[CH]=O,InChI=1S/CHO/c1-2/h1H,0,2
O2CHO,[O]OC=O,InChI=1S/CHO3/c2-1-4-3/h1H,0,2
CH2O,C=O,InChI=1S/CH2O/c1-2/h1H2,0,1
SC2H4OH,C[CH]O,'InChI=1S/C2H5O/c1-2-3/h2-3H,1H3',0,2
C2H5O2H,CCOO,'InChI=1S/C2H6O2/c1-2-4-3/h3H,2H2,1H3',0,1
C2H5OH,CCO,'InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3',0,1
C2H6,CC,InChI=1S/C2H6/c1-2/h1-2H3,0,1
C2H3CO,C=C[C]=O,'InChI=1S/C3H3O/c1-2-3-4/h2H,1H2',0,2
C3H3,[CH2]C#C,'InChI=1S/C3H3/c1-3-2/h1H,2H2',0,2
C2H3CHO,C=CC=O,'InChI=1S/C3H4O/c1-2-3-4/h2-3H,1H2',0,1
C3H4-A,C=C=C,InChI=1S/C3H4/c1-3-2/h1-2H2,0,1
C3H4-P,CC#C,'InChI=1S/C3H4/c1-3-2/h1H,2H3',0,1
C2H5CO,CC[C]=O,'InChI=1S/C3H5O/c1-2-3-4/h2H2,1H3',0,2
C2H5CO3,CCC(=O)O[O],'InChI=1S/C3H5O3/c1-2-3(4)6-5/h2H2,1H3',0,2
C3H5-A,[CH2]C=C,'InChI=1S/C3H5/c1-3-2/h3H,1-2H2',0,2
C3H5-S,CC=[CH],'InChI=1S/C3H5/c1-3-2/h1,3H,2H3',0,2
C3H5-T,C[C]=C,'InChI=1S/C3H5/c1-3-2/h1H2,2H3',0,2
CH2CCH2OH,C=[C]CO,'InChI=1S/C3H5O/c1-2-3-4/h4H,1,3H2',0,2
CH2CH2CHO,[CH2]CC=O,'InChI=1S/C3H5O/c1-2-3-4/h3H,1-2H2',0,2
CH3CHCHO,C[CH]C=O,'InChI=1S/C3H5O/c1-2-3-4/h2-3H,1H3',0,2
CH3COCH2,[CH2]C(C)=O,'InChI=1S/C3H5O/c1-3(2)4/h1H2,2H3',0,2
CH3COCH2O2,CC(=O)CO[O],'InChI=1S/C3H5O3/c1-3(4)2-6-5/h2H2,1H3',0,2
AC3H5OOH,C=CCOO,'InChI=1S/C3H6O2/c1-2-3-5-4/h2,4H,1,3H2',0,1
C2H5CHO,CCC=O,'InChI=1S/C3H6O/c1-2-3-4/h3H,2H2,1H3',0,1
C2H5CO3H,CCC(=O)OO,'InChI=1S/C3H6O3/c1-2-3(4)6-5/h5H,2H2,1H3',0,1
C3H5OH,OCC=C,'InChI=1S/C3H6O/c1-2-3-4/h2,4H,1,3H2',0,1
C3H6,CC=C,'InChI=1S/C3H6/c1-3-2/h3H,1H2,2H3',0,1
C3KET12,CC(C=O)OO,'InChI=1S/C3H6O3/c1-3(2-4)6-5/h2-3,5H,1H3',0,1
C3KET13,OOCCC=O,'InChI=1S/C3H6O3/c4-2-1-3-6-5/h2,5H,1,3H2',0,1
C3KET21,CC(=O)COO,'InChI=1S/C3H6O3/c1-3(4)2-6-5/h5H,2H2,1H3',0,1
CH3COCH3,CC(C)=O,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0,1
'C3H51-2,3OOH',OOCC(OO)[CH2],'InChI=1S/C3H7O4/c1-3(7-5)2-6-4/h3-5H,1-2H2',0,2
'C3H52-1,3OOH',OOC[CH]COO,'InChI=1S/C3H7O4/c4-6-2-1-3-7-5/h1,4-5H,2-3H2',0,2
C3H6OOH1-2,C[CH]COO,'InChI=1S/C3H7O2/c1-2-3-5-4/h2,4H,3H2,1H3',0,2
C3H6OOH1-3,[CH2]CCOO,'InChI=1S/C3H7O2/c1-2-3-5-4/h4H,1-3H2',0,2
C3H6OOH2-1,OOC([CH2])C,'InChI=1S/C3H7O2/c1-3(2)5-4/h3-4H,1H2,2H3',0,2
IC3H7,C[CH]C,'InChI=1S/C3H7/c1-3-2/h3H,1-2H3',0,2
IC3H7O2,CC(C)O[O],'InChI=1S/C3H7O2/c1-3(2)5-4/h3H,1-2H3',0,2
NC3H7,[CH2]CC,'InChI=1S/C3H7/c1-3-2/h1,3H2,2H3',0,2
NC3H7O2,CCCO[O],'InChI=1S/C3H7O2/c1-2-3-5-4/h2-3H2,1H3',0,2
QC3H5OHP,C(O)C(OO)[CH2],'InChI=1S/C3H7O3/c1-3(2-4)6-5/h3-5H,1-2H2',0,2
TQC3H5OHI,[CH](O)C(OO)C,'InChI=1S/C3H7O3/c1-3(2-4)6-5/h2-5H,1H3',0,2
C3H8,CCC,'InChI=1S/C3H8/c1-3-2/h3H2,1-2H3',0,1
IC3H7O2H,CC(C)OO,'InChI=1S/C3H8O2/c1-3(2)5-4/h3-4H,1-2H3',0,1
NC3H7O2H,CCCOO,'InChI=1S/C3H8O2/c1-2-3-5-4/h4H,2-3H2,1H3',0,1
C4H2,C#CC#C,InChI=1S/C4H2/c1-3-4-2/h1-2H,0,1
C4H5-I,C=[C]C=C,'InChI=1S/C4H5/c1-3-4-2/h3H,1-2H2',0,2
C4H5-N,C=CC=[CH],'InChI=1S/C4H5/c1-3-4-2/h1,3-4H,2H2',0,2
CH2CHCHCHO,[O]C=CC=C,'InChI=1S/C4H5O/c1-2-3-4-5/h2-4H,1H2',0,2
SC3H5CO,CC=C[C]=O,'InChI=1S/C4H5O/c1-2-3-4-5/h2-3H,1H3',0,2
AC3H5CHO,C=CCC=O,'InChI=1S/C4H6O/c1-2-3-4-5/h2,4H,1,3H2',0,1
C2H3COCH3,CC(=O)C=C,'InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3',0,1
C4H6,C=CC=C,'InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2',0,1
C4H612,CC=C=C,'InChI=1S/C4H6/c1-3-4-2/h4H,1H2,2H3',0,1
IC3H5CHO,C=C(C)C=O,'InChI=1S/C4H6O/c1-4(2)3-5/h3H,1H2,2H3',0,1
SC3H5CHO,CC=CC=O,'InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3',0,1
C2H4COCH2OH,CC=C(CO)[O],'InChI=1S/C4H7O2/c1-2-4(6)3-5/h2,5H,3H2,1H3',0,2
C2H5CHOHCO,CCC([C]=O)O,'InChI=1S/C4H7O2/c1-2-4(6)3-5/h4,6H,2H2,1H3',0,2
C2H5COCH2,CCC(=C)[O],'InChI=1S/C4H7O/c1-3-4(2)5/h2-3H2,1H3',0,2
C3H6CHO-3,[CH2]CCC=O,'InChI=1S/C4H7O/c1-2-3-4-5/h4H,1-3H2',0,2
C3H6CHO-2,C[CH]CC=O,'InChI=1S/C4H7O/c1-2-3-4-5/h2,4H,3H2,1H3',0,2
C3H6CHO-1,CCC=C[O],'InChI=1S/C4H7O/c1-2-3-4-5/h3-4H,2H2,1H3',0,2
C4H71-1,CCC=[CH],'InChI=1S/C4H7/c1-3-4-2/h1,3H,4H2,2H3',0,2
C4H71-2,CC[C]=C,'InChI=1S/C4H7/c1-3-4-2/h1,4H2,2H3',0,2
C4H71-3,C[CH]C=C,'InChI=1S/C4H7/c1-3-4-2/h3-4H,1H2,2H3',0,2
C4H71-4,[CH2]CC=C,'InChI=1S/C4H7/c1-3-4-2/h3H,1-2,4H2',0,2
C4H72-2,C[C]=CC,'InChI=1S/C4H7/c1-3-4-2/h3H,1-2H3',0,2
CH2CH2COCH3,[CH2]CC(=O)C,'InChI=1S/C4H7O/c1-3-4(2)5/h1,3H2,2H3',0,2
CH3CHCOCH3,CC=C([O])C,'InChI=1S/C4H7O/c1-3-4(2)5/h3H,1-2H3',0,2
CH3COCOHCH3,CC(=C(O)C)[O],'InChI=1S/C4H7O2/c1-3(5)4(2)6/h5H,1-2H3',0,2
IC3H6CHO,[CH2]C(C)C=O,'InChI=1S/C4H7O/c1-4(2)3-5/h3-4H,1H2,2H3',0,2
IC3H7CO,CC(C)[C]=O,'InChI=1S/C4H7O/c1-4(2)3-5/h4H,1-2H3',0,2
IC4H7,[CH2]C(=C)C,'InChI=1S/C4H7/c1-4(2)3/h1-2H2,3H3',0,2
IC4H7-I1,[CH]=C(C)C,'InChI=1S/C4H7/c1-4(2)3/h1H,2-3H3',0,2
NC3H7CO,CCC[C]=O,'InChI=1S/C4H7O/c1-2-3-4-5/h2-3H2,1H3',0,2
C2H5COCH3,CCC(=O)C,'InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3',0,1
C4H71-3OOH,CC(C=C)OO,'InChI=1S/C4H8O2/c1-3-4(2)6-5/h3-5H,1H2,2H3',0,1
C4H71-4OOH,OOCCC=C,'InChI=1S/C4H8O2/c1-2-3-4-6-5/h2,5H,1,3-4H2',0,1
C4H72-1OOH,CC=CCOO,'InChI=1S/C4H8O2/c1-2-3-4-6-5/h2-3,5H,4H2,1H3',0,1
C4H8-1,CCC=C,'InChI=1S/C4H8/c1-3-4-2/h3H,1,4H2,2H3',0,1
C4H8-2,CC=CC,'InChI=1S/C4H8/c1-3-4-2/h3-4H,1-2H3',0,1
IC3H7CHO,CC(C)C=O,'InChI=1S/C4H8O/c1-4(2)3-5/h3-4H,1-2H3',0,1
IC4H7OOH,C=C(C)COO,'InChI=1S/C4H8O2/c1-4(2)3-6-5/h5H,1,3H2,2H3',0,1
IC4H8,C=C(C)C,'InChI=1S/C4H8/c1-4(2)3/h1H2,2-3H3',0,1
NC3H7CHO,CCCC=O,'InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3',0,1
NC4KET12,CCC(C=O)OO,'InChI=1S/C4H8O3/c1-2-4(3-5)7-6/h3-4,6H,2H2,1H3',0,1
NC4KET12OH,CCC(C=O)O,'InChI=1S/C4H8O2/c1-2-4(6)3-5/h3-4,6H,2H2,1H3',0,1
NC4KET13,CC(CC=O)OO,'InChI=1S/C4H8O3/c1-4(7-6)2-3-5/h3-4,6H,2H2,1H3',0,1
NC4KET14,O=CCCCOO,'InChI=1S/C4H8O3/c5-3-1-2-4-7-6/h3,6H,1-2,4H2',0,1
NC4KET21OH,CCC(=O)CO,'InChI=1S/C4H8O2/c1-2-4(6)3-5/h5H,2-3H2,1H3',0,1
NC4KET23OH,CC(=O)C(O)C,'InChI=1S/C4H8O2/c1-3(5)4(2)6/h3,5H,1-2H3',0,1
'C4H71-2,3OOH',OOC(C(OO)C)[CH2],'InChI=1S/C4H9O4/c1-3(7-5)4(2)8-6/h3-6H,1H2,2H3',0,2
'C4H71-2,4OOH',OOCCC(OO)[CH2],'InChI=1S/C4H9O4/c1-4(8-6)2-3-7-5/h4-6H,1-3H2',0,2
'C4H72-1,3OOH',OOC[CH]C(OO)C,'InChI=1S/C4H9O4/c1-4(8-6)2-3-7-5/h2,4-6H,3H2,1H3',0,2
'C4H72-1,4OOH',OOC[CH]CCOO,'InChI=1S/C4H9O4/c5-7-3-1-2-4-8-6/h1,5-6H,2-4H2',0,2
'C4H72-3,4OOH',OOCC(OO)[CH]C,'InChI=1S/C4H9O4/c1-2-4(8-6)3-7-5/h2,4-6H,3H2,1H3',0,2
C4H8OOH1-2,CC[CH]COO,'InChI=1S/C4H9O2/c1-2-3-4-6-5/h3,5H,2,4H2,1H3',0,2
C4H8OOH1-4,[CH2]CCCOO,'InChI=1S/C4H9O2/c1-2-3-4-6-5/h5H,1-4H2',0,2
C4H8OOH2-1,[CH2]C(OO)CC,'InChI=1S/C4H9O2/c1-3-4(2)6-5/h4-5H,2-3H2,1H3',0,2
C4H8OOH2-3,CC(OO)[CH]C,'InChI=1S/C4H9O2/c1-3-4(2)6-5/h3-5H,1-2H3',0,2
C4H8OOH2-4,CC(OO)C[CH2],'InChI=1S/C4H9O2/c1-3-4(2)6-5/h4-5H,1,3H2,2H3',0,2
IC4H8O2H-T,C[C](C)COO,'InChI=1S/C4H9O2/c1-4(2)3-6-5/h5H,3H2,1-2H3',0,2
IC4H9,[CH2]C(C)C,'InChI=1S/C4H9/c1-4(2)3/h4H,1H2,2-3H3',0,2
IC4H9O2,CC(C)CO[O],'InChI=1S/C4H9O2/c1-4(2)3-6-5/h4H,3H2,1-2H3',0,2
IIC4H7Q2-T,C[C](COO)COO,'InChI=1S/C4H9O4/c1-4(2-7-5)3-8-6/h5-6H,2-3H2,1H3',0,2
PC4H9,[CH2]CCC,'InChI=1S/C4H9/c1-3-4-2/h1,3-4H2,2H3',0,2
PC4H9O2,CCCCO[O],'InChI=1S/C4H9O2/c1-2-3-4-6-5/h2-4H2,1H3',0,2
SC4H9,C[CH]CC,'InChI=1S/C4H9/c1-3-4-2/h3H,4H2,1-2H3',0,2
SC4H9O2,CCC(C)O[O],'InChI=1S/C4H9O2/c1-3-4(2)6-5/h4H,3H2,1-2H3',0,2
TC4H8O2H-I,[CH2]C(C)(C)OO,'InChI=1S/C4H9O2/c1-4(2,3)6-5/h5H,1H2,2-3H3',0,2
TC4H9,C[C](C)C,InChI=1S/C4H9/c1-4(2)3/h1-3H3,0,2
TC4H9O2,CC(C)(C)O[O],'InChI=1S/C4H9O2/c1-4(2,3)6-5/h1-3H3',0,2
TIC4H7Q2-I,[CH2]C(C)(COO)OO,'InChI=1S/C4H9O4/c1-4(2,8-6)3-7-5/h5-6H,1,3H2,2H3',0,2
C4H10,CCCC,'InChI=1S/C4H10/c1-3-4-2/h3-4H2,1-2H3',0,1
IC4H10,CC(C)C,'InChI=1S/C4H10/c1-4(2)3/h4H,1-3H3',0,1
IC4H9O2H,CC(C)COO,'InChI=1S/C4H10O2/c1-4(2)3-6-5/h4-5H,3H2,1-2H3',0,1
PC4H9O2H,CCCCOO,'InChI=1S/C4H10O2/c1-2-3-4-6-5/h5H,2-4H2,1H3',0,1
SC4H9O2H,CCC(C)OO,'InChI=1S/C4H10O2/c1-3-4(2)6-5/h4-5H,3H2,1-2H3',0,1
TC4H9O2H,CC(C)(C)OO,'InChI=1S/C4H10O2/c1-4(2,3)6-5/h5H,1-3H3',0,1
C5H5,[CH]1C=CC=C1,InChI=1S/C5H5/c1-2-4-5-3-1/h1-5H,0,2
C5H6,C1C=CC=C1,'InChI=1S/C5H6/c1-2-4-5-3-1/h1-4H,5H2',0,1
NC5D124,C=CC=C=C,'InChI=1S/C5H6/c1-3-5-4-2/h3,5H,1-2H2',0,1
IC4H7CO,CC(=C)C[C]=O,'InChI=1S/C5H7O/c1-5(2)3-4-6/h1,3H2,2H3',0,2
IC4H7CHO-A,[CH2]C(=C)CC=O,'InChI=1S/C5H7O/c1-5(2)3-4-6/h4H,1-3H2',0,2
AC3H4COCH3,CC(=O)C(=C)[CH2],'InChI=1S/C5H7O/c1-4(2)5(3)6/h1-2H2,3H3',0,2
B13DE2MJ,C=CC(=C)[CH2],'InChI=1S/C5H7/c1-4-5(2)3/h4H,1-3H2',0,2
C4H7CO1-4,C=CCC[C]=O,'InChI=1S/C5H7O/c1-2-3-4-5-6/h2H,1,3-4H2',0,2
C5D2Y1-1R,CCC=C[C]=O,'InChI=1S/C5H7O/c1-2-3-4-5-6/h3-4H,2H2,1H3',0,2
CVCCJCVC,C=C[CH]C=C,'InChI=1S/C5H7/c1-3-5-4-2/h3-5H,1-2H2',0,2
IC3H5COCH2,[O]C(=C)C(=C)C,'InChI=1S/C5H7O/c1-4(2)5(3)6/h1,3H2,2H3',0,2
B12DE3M,C=C=C(C)C,'InChI=1S/C5H8/c1-4-5(2)3/h1H2,2-3H3',0,1
B13DE2M,C=CC(=C)C,'InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3',0,1
C4H7CHO-2,CCC=CC=O,'InChI=1S/C5H8O/c1-2-3-4-5-6/h3-5H,2H2,1H3',0,1
C4H7CHO-3,O=CCC=CC,'InChI=1S/C5H8O/c1-2-3-4-5-6/h2-3,5H,4H2,1H3',0,1
C4H7CHO-4,C=CCCC=O,'InChI=1S/C5H8O/c1-2-3-4-5-6/h2,5H,1,3-4H2',0,1
C5H81-3,CC=CC=C,'InChI=1S/C5H8/c1-3-5-4-2/h3-5H,1H2,2H3',0,1
C5H8D14,C=CCC=C,'InChI=1S/C5H8/c1-3-5-4-2/h3-4H,1-2,5H2',0,1
IC3H5COCH3,CC(=O)C(=C)C,'InChI=1S/C5H8O/c1-4(2)5(3)6/h1H2,2-3H3',0,1
IC4H7CHO,CC(=C)CC=O,'InChI=1S/C5H8O/c1-5(2)3-4-6/h4H,1,3H2,2H3',0,1
NC52ONE-3,CC=CC(=O)C,'InChI=1S/C5H8O/c1-3-4-5(2)6/h3-4H,1-2H3',0,1
AC5H9-A2,CCC(=C)[CH2],'InChI=1S/C5H9/c1-4-5(2)3/h2-4H2,1H3',0,2
AC5H9-C,C[CH]C(=C)C,'InChI=1S/C5H9/c1-4-5(2)3/h4H,2H2,1,3H3',0,2
AC5H9-D,[CH2]CC(=C)C,'InChI=1S/C5H9/c1-4-5(2)3/h1-2,4H2,3H3',0,2
C4H8CHO4-2,CC(C=O)C[CH2],'InChI=1S/C5H9O/c1-3-5(2)4-6/h4-5H,1,3H2,2H3',0,2
C5H81OOH4-5,[CH2]C(OO)CC=C,'InChI=1S/C5H9O2/c1-3-4-5(2)7-6/h3,5-6H,1-2,4H2',0,2
C5H91-1,CCCC=[CH],'InChI=1S/C5H9/c1-3-5-4-2/h1,3H,4-5H2,2H3',0,2
C5H91-2,CCC[C]=C,'InChI=1S/C5H9/c1-3-5-4-2/h1,4-5H2,2H3',0,2
C5H91-3,CC[CH]C=C,'InChI=1S/C5H9/c1-3-5-4-2/h3,5H,1,4H2,2H3',0,2
C5H91-4,C[CH]CC=C,'InChI=1S/C5H9/c1-3-5-4-2/h3-4H,1,5H2,2H3',0,2
C5H91-5,[CH2]CCC=C,'InChI=1S/C5H9/c1-3-5-4-2/h3H,1-2,4-5H2',0,2
C5H92-2,CCC=[C]C,'InChI=1S/C5H9/c1-3-5-4-2/h5H,3H2,1-2H3',0,2
C5H92-3,CC[C]=CC,'InChI=1S/C5H9/c1-3-5-4-2/h3H,4H2,1-2H3',0,2
C5H92-4,C[CH]C=CC,'InChI=1S/C5H9/c1-3-5-4-2/h3-5H,1-2H3',0,2
C5H92-5,[CH2]CC=CC,'InChI=1S/C5H9/c1-3-5-4-2/h4-5H,1,3H2,2H3',0,2
CC5H9-A,C=CC([CH2])C,'InChI=1S/C5H9/c1-4-5(2)3/h4-5H,1-2H2,3H3',0,2
CC5H9-B,C=C[C](C)C,'InChI=1S/C5H9/c1-4-5(2)3/h4H,1H2,2-3H3',0,2
CH2CH2CH2COCH3,[CH2]CCC(=O)C,'InChI=1S/C5H9O/c1-3-4-5(2)6/h1,3-4H2,2H3',0,2
CH2CH2COC2H5,CCC(=O)C[CH2],'InChI=1S/C5H9O/c1-3-5(6)4-2/h1,3-4H2,2H3',0,2
CH3CH2CHCOCH3,CCC=C([O])C,'InChI=1S/C5H9O/c1-3-4-5(2)6/h4H,3H2,1-2H3',0,2
CH3CHCH2COCH3,C[CH]CC(=O)C,'InChI=1S/C5H9O/c1-3-4-5(2)6/h3H,4H2,1-2H3',0,2
CH3CHCOC2H5,CCC(=CC)[O],'InChI=1S/C5H9O/c1-3-5(6)4-2/h3H,4H2,1-2H3',0,2
DC5H9O-A,O=CCC([CH2])C,'InChI=1S/C5H9O/c1-5(2)3-4-6/h4-5H,1,3H2,2H3',0,2
DC5H9O-B,O=CC[C](C)C,'InChI=1S/C5H9O/c1-5(2)3-4-6/h4H,3H2,1-2H3',0,2
DC5H9O-C,[O]C=CC(C)C,'InChI=1S/C5H9O/c1-5(2)3-4-6/h3-5H,1-2H3',0,2
IC3H7COCH2,CC(C(=C)[O])C,'InChI=1S/C5H9O/c1-4(2)5(3)6/h4H,3H2,1-2H3',0,2
IC4H9CO,O=[C]CC(C)C,'InChI=1S/C5H9O/c1-5(2)3-4-6/h5H,3H2,1-2H3',0,2
IC5Y3-1J,CC(=O)C([CH2])C,'InChI=1S/C5H9O/c1-4(2)5(3)6/h4H,1H2,2-3H3',0,2
IC5Y3-2J,CC(=C(C)C)[O],InChI=1S/C5H9O/c1-4(2)5(3)6/h1-3H3,0,2
NC3H7COCH2,CCCC(=C)[O],'InChI=1S/C5H9O/c1-3-4-5(2)6/h2-4H2,1H3',0,2
PC4H8CHO-1,CCCC=C[O],'InChI=1S/C5H9O/c1-2-3-4-5-6/h4-5H,2-3H2,1H3',0,2
PC4H8CHO-2,CC[CH]CC=O,'InChI=1S/C5H9O/c1-2-3-4-5-6/h3,5H,2,4H2,1H3',0,2
PC4H8CHO-3,C[CH]CCC=O,'InChI=1S/C5H9O/c1-2-3-4-5-6/h2,5H,3-4H2,1H3',0,2
PC4H8CHO-4,[CH2]CCCC=O,'InChI=1S/C5H9O/c1-2-3-4-5-6/h5H,1-4H2',0,2
PC4H9CO,CCCC[C]=O,'InChI=1S/C5H9O/c1-2-3-4-5-6/h2-4H2,1H3',0,2
SC4H8CHO-1,[CH2]C(C=O)CC,'InChI=1S/C5H9O/c1-3-5(2)4-6/h4-5H,2-3H2,1H3',0,2
SC4H8CHO-2,CC(=C[O])CC,'InChI=1S/C5H9O/c1-3-5(2)4-6/h4H,3H2,1-2H3',0,2
SC4H8CHO-3,CC(C=O)[CH]C,'InChI=1S/C5H9O/c1-3-5(2)4-6/h3-5H,1-2H3',0,2
SC4H9CO,CC([C]=O)CC,'InChI=1S/C5H9O/c1-3-5(2)4-6/h5H,3H2,1-2H3',0,2
TC4H8CHO,O=CC([CH2])(C)C,'InChI=1S/C5H9O/c1-5(2,3)4-6/h4H,1H2,2-3H3',0,2
TC4H9CO,O=[C]C(C)(C)C,'InChI=1S/C5H9O/c1-5(2,3)4-6/h1-3H3',0,2
AC5H10,CCC(=C)C,'InChI=1S/C5H10/c1-4-5(2)3/h2,4H2,1,3H3',0,1
BC5H10,CC=C(C)C,'InChI=1S/C5H10/c1-4-5(2)3/h4H,1-3H3',0,1
C2H5COC2H5,CCC(=O)CC,'InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3',0,1
C5H10-1,CCCC=C,'InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3',0,1
C5H10-2,CCC=CC,'InChI=1S/C5H10/c1-3-5-4-2/h3,5H,4H2,1-2H3',0,1
C5H91-3OOH,CCC(C=C)OO,'InChI=1S/C5H10O2/c1-3-5(4-2)7-6/h3,5-6H,1,4H2,2H3',0,1
C5H9C-AOOH,CC(C=C)COO,'InChI=1S/C5H10O2/c1-3-5(2)4-7-6/h3,5-6H,1,4H2,2H3',0,1
C5H9OH1-2,CCC=CCO,'InChI=1S/C5H10O/c1-2-3-4-5-6/h3-4,6H,2,5H2,1H3',0,1
C5H9OH1-3,CC=CCCO,'InChI=1S/C5H10O/c1-2-3-4-5-6/h2-3,6H,4-5H2,1H3',0,1
C5H9OH1-4,OCCCC=C,'InChI=1S/C5H10O/c1-2-3-4-5-6/h2,6H,1,3-5H2',0,1
C5H9OH2-1,CCCC(=C)O,'InChI=1S/C5H10O/c1-3-4-5(2)6/h6H,2-4H2,1H3',0,1
CC5H10,C=CC(C)C,'InChI=1S/C5H10/c1-4-5(2)3/h4-5H,1H2,2-3H3',0,1
DC5H10O,O=CCC(C)C,'InChI=1S/C5H10O/c1-5(2)3-4-6/h4-5H,3H2,1-2H3',0,1
IC5Y3,CC(=O)C(C)C,'InChI=1S/C5H10O/c1-4(2)5(3)6/h4H,1-3H3',0,1
NC3H7COCH3,CCCC(=O)C,'InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3',0,1
NC5KET12,CCCC(C=O)OO,'InChI=1S/C5H10O3/c1-2-3-5(4-6)8-7/h4-5,7H,2-3H2,1H3',0,1
NC5KET13,CCC(OO)CC=O,'InChI=1S/C5H10O3/c1-2-5(8-7)3-4-6/h4-5,7H,2-3H2,1H3',0,1
NC5KET14,CC(OO)CCC=O,'InChI=1S/C5H10O3/c1-5(8-7)3-2-4-6/h4-5,7H,2-3H2,1H3',0,1
NC5KET15,OOCCCCC=O,'InChI=1S/C5H10O3/c6-4-2-1-3-5-8-7/h4,7H,1-3,5H2',0,1
PC4H9CHO,CCCCC=O,'InChI=1S/C5H10O/c1-2-3-4-5-6/h5H,2-4H2,1H3',0,1
SC4H9CHO,CC(C=O)CC,'InChI=1S/C5H10O/c1-3-5(2)4-6/h4-5H,3H2,1-2H3',0,1
TC4H9CHO,O=CC(C)(C)C,'InChI=1S/C5H10O/c1-5(2,3)4-6/h4H,1-3H3',0,1
AC5H11,CCC([CH2])C,'InChI=1S/C5H11/c1-4-5(2)3/h5H,2,4H2,1,3H3',0,2
