name,smiles,inchi,charge,mult
H,[H],InChI=1S/H,0,2
H2,[H][H],InChI=1S/H2/h1H,0,1
C,[C],InChI=1S/C,0,1
CH,[CH],InChI=1S/CH/h1H,0,2
CH2,[CH2],InChI=1S/CH2/h1H2,0,3
CH2(S),[CH2],InChI=1S/CH2/h1H2,0,1
CH3,[CH3],InChI=1S/CH3/h1H3,0,2
CH4,C,InChI=1S/CH4/h1H4,0,1
C2,[C-]#[C+],InChI=1S/C2/c1-2,0,1
C2H,C#[C],InChI=1S/C2H/c1-2/h1H,0,2
C2H2,C#C,InChI=1S/C2H2/c1-2/h1-2H,0,1
H2CC,[C]=C,InChI=1S/C2H2/c1-2/h1H2,0,1
C2H3,C=[CH],'InChI=1S/C2H3/c1-2/h1H,2H2',0,2
C2H4,C=C,InChI=1S/C2H4/c1-2/h1-2H2,0,1
C2H5,[CH2]C,'InChI=1S/C2H5/c1-2/h1H2,2H3',0,2
C2H6,CC,InChI=1S/C2H6/c1-2/h1-2H3,0,1
C3H2,[CH]=C=[CH],InChI=1S/C3H2/c1-3-2/h1-2H,0,3
C3H2(S),[CH]=C=[CH],InChI=1S/C3H2/c1-3-2/h1-2H,0,1
C3H2C,C1=CC=1,InChI=1S/C3H2/c1-2-3-1/h1-2H,0,1
H2CCC(S),C=C=[C],InChI=1S/C3H2/c1-3-2/h1H2,0,3
C3H3,[CH2]C#C,'InChI=1S/C3H3/c1-3-2/h1H,2H2',0,2
C3H4-A,C=C=C,InChI=1S/C3H4/c1-3-2/h1-2H2,0,1
C3H4-P,CC#C,'InChI=1S/C3H4/c1-3-2/h1H,2H3',0,1
CC3H4,C1=CC1,'InChI=1S/C3H4/c1-2-3-1/h1-2H,3H2',0,1
C3H5-A,[CH2]C=C,'InChI=1S/C3H5/c1-3-2/h3H,1-2H2',0,2
C3H5-S,CC=[CH],'InChI=1S/C3H5/c1-3-2/h1,3H,2H3',0,2
C3H5-T,C[C]=C,'InChI=1S/C3H5/c1-3-2/h1H2,2H3',0,2
C3H6,CC=C,'InChI=1S/C3H6/c1-3-2/h3H,1H2,2H3',0,1
CC3H6,C1CC1,InChI=1S/C3H6/c1-2-3-1/h1-3H2,0,1
IC3H7,C[CH]C,'InChI=1S/C3H7/c1-3-2/h3H,1-2H3',0,2
NC3H7,[CH2]CC,'InChI=1S/C3H7/c1-3-2/h1,3H2,2H3',0,2
C3H8,CCC,'InChI=1S/C3H8/c1-3-2/h3H2,1-2H3',0,1
C4H2,C#CC#C,InChI=1S/C4H2/c1-3-4-2/h1-2H,0,1
C4H3-I,C=[C]C#C,'InChI=1S/C4H3/c1-3-4-2/h1H,2H2',0,2
C4H3-N,[CH]=CC#C,InChI=1S/C4H3/c1-3-4-2/h1-3H,0,2
C4H4,C=CC#C,'InChI=1S/C4H4/c1-3-4-2/h1,4H,2H2',0,1
C4H5-1,CCC#[C],'InChI=1S/C4H5/c1-3-4-2/h3H2,1H3',0,2
C4H5-2,C[C]=C=C,'InChI=1S/C4H5/c1-3-4-2/h1H2,2H3',0,2
C4H5-3,C[CH]C#C,'InChI=1S/C4H5/c1-3-4-2/h1,4H,2H3',0,2
C4H5-4,[CH2]CC#C,'InChI=1S/C4H5/c1-3-4-2/h1H,2,4H2',0,2
C4H5-I,C=[C]C=C,'InChI=1S/C4H5/c1-3-4-2/h3H,1-2H2',0,2
C4H5-N,C=CC=[CH],'InChI=1S/C4H5/c1-3-4-2/h1,3-4H,2H2',0,2
C4H6,C=CC=C,'InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2',0,1
C4H6-1,CCC#C,'InChI=1S/C4H6/c1-3-4-2/h1H,4H2,2H3',0,1
C4H612,CC=C=C,'InChI=1S/C4H6/c1-3-4-2/h4H,1H2,2H3',0,1
C4H6-2,CC#CC,InChI=1S/C4H6/c1-3-4-2/h1-2H3,0,1
C4H71-1,CCC=[CH],'InChI=1S/C4H7/c1-3-4-2/h1,3H,4H2,2H3',0,2
C4H71-2,CC[C]=C,'InChI=1S/C4H7/c1-3-4-2/h1,4H2,2H3',0,2
C4H71-3,C[CH]C=C,'InChI=1S/C4H7/c1-3-4-2/h3-4H,1H2,2H3',0,2
C4H71-4,[CH2]CC=C,'InChI=1S/C4H7/c1-3-4-2/h3H,1-2,4H2',0,2
C4H72-2,C[C]=CC,'InChI=1S/C4H7/c1-3-4-2/h3H,1-2H3',0,2
IC4H7,[CH2]C(=C)C,'InChI=1S/C4H7/c1-4(2)3/h1-2H2,3H3',0,2
IC4H7-I1,[CH]=C(C)C,'InChI=1S/C4H7/c1-4(2)3/h1H,2-3H3',0,2
C4H8-1,CCC=C,'InChI=1S/C4H8/c1-3-4-2/h3H,1,4H2,2H3',0,1
C4H8-2,CC=CC,'InChI=1S/C4H8/c1-3-4-2/h3-4H,1-2H3',0,1
IC4H8,C=C(C)C,'InChI=1S/C4H8/c1-4(2)3/h1H2,2-3H3',0,1
IC4H9,[CH2]C(C)C,'InChI=1S/C4H9/c1-4(2)3/h4H,1H2,2-3H3',0,2
PC4H9,[CH2]CCC,'InChI=1S/C4H9/c1-3-4-2/h1,3-4H2,2H3',0,2
SC4H9,C[CH]CC,'InChI=1S/C4H9/c1-3-4-2/h3H,4H2,1-2H3',0,2
TC4H9,C[C](C)C,InChI=1S/C4H9/c1-4(2)3/h1-3H3,0,2
C4H10,CCCC,'InChI=1S/C4H10/c1-3-4-2/h3-4H2,1-2H3',0,1
IC4H10,CC(C)C,'InChI=1S/C4H10/c1-4(2)3/h4H,1-3H3',0,1
C5H5,[CH]1C=CC=C1,InChI=1S/C5H5/c1-2-4-5-3-1/h1-5H,0,2
NC5D124-5R,[CH]=CC=C=C,'InChI=1S/C5H5/c1-3-5-4-2/h1,3,5H,2H2',0,2
C5H6,C1C=CC=C1,'InChI=1S/C5H6/c1-2-4-5-3-1/h1-4H,5H2',0,1
NC5D124,C=CC=C=C,'InChI=1S/C5H6/c1-3-5-4-2/h3,5H,1-2H2',0,1
B13DE2MJ,C=CC(=C)[CH2],'InChI=1S/C5H7/c1-4-5(2)3/h4H,1-3H2',0,2
C5H7,C1[CH]C=CC1,'InChI=1S/C5H7/c1-2-4-5-3-1/h1-3H,4-5H2',0,2
CVCCJCVC,C=C[CH]C=C,'InChI=1S/C5H7/c1-3-5-4-2/h3-5H,1-2H2',0,2
B12DE3M,C=C=C(C)C,'InChI=1S/C5H8/c1-4-5(2)3/h1H2,2-3H3',0,1
B13DE2M,C=CC(=C)C,'InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3',0,1
C5H8-1,CCCC#C,'InChI=1S/C5H8/c1-3-5-4-2/h1H,4-5H2,2H3',0,1
C5H81-2,CCC=C=C,'InChI=1S/C5H8/c1-3-5-4-2/h5H,1,4H2,2H3',0,1
C5H81-3,CC=CC=C,'InChI=1S/C5H8/c1-3-5-4-2/h3-5H,1H2,2H3',0,1
C5H8-2,CCC#CC,'InChI=1S/C5H8/c1-3-5-4-2/h3H2,1-2H3',0,1
