name,smiles,charge,mult,inchi,orig-name,orig-inchi
O,[O],0,3,InChI=1S/O,O,InChI=1S/O
O2,O=O,0,3,InChI=1S/O2/c1-2,O2,InChI=1S/O2/c1-2
H,[H],0,2,InChI=1S/H,H,InChI=1S/H
HO2,O[O],0,2,InChI=1S/HO2/c1-2/h1H,HO2,InChI=1S/HO2/c1-2/h1H
OH,[OH],0,2,InChI=1S/HO/h1H,OH,InChI=1S/HO/h1H
H2,[H][H],0,1,InChI=1S/H2/h1H,H2,InChI=1S/H2/h1H
H2O,O,0,1,InChI=1S/H2O/h1H2,H2O,InChI=1S/H2O/h1H2
H2O2,OO,0,1,InChI=1S/H2O2/c1-2/h1-2H,H2O2,InChI=1S/H2O2/c1-2/h1-2H
CO,[C]=O,0,1,InChI=1S/CO/c1-2,CO,InChI=1S/CO/c1-2
HCO,[CH]=O,0,2,InChI=1S/CHO/c1-2/h1H,HCO,InChI=1S/CHO/c1-2/h1H
O2CHO,O=CO[O],0,2,InChI=1S/CHO3/c2-1-4-3/h1H,O2CHO,InChI=1S/CHO3/c2-1-4-3/h1H
CH2O,C=O,0,1,InChI=1S/CH2O/c1-2/h1H2,CH2O,InChI=1S/CH2O/c1-2/h1H2
HO2CHO,O=COO,0,1,'InChI=1S/CH2O3/c2-1-4-3/h1,3H',HO2CHO,'InChI=1S/CH2O3/c2-1-4-3/h1,3H'
C3H6CHO-3,[CH2]CCC=O,0,2,'InChI=1S/C4H7O/c1-2-3-4-5/h4H,1-3H2',C3H6CHO-3,'InChI=1S/C4H7O/c1-2-3-4-5/h4H,1-3H2'
C3H6CHO-2,C[CH]CC=O,0,2,'InChI=1S/C4H7O/c1-2-3-4-5/h2,4H,3H2,1H3',C3H6CHO-2,'InChI=1S/C4H7O/c1-2-3-4-5/h2,4H,3H2,1H3'
C3H6CHO-1-Z,CC/C=C\[O],0,2,'AMChI=1/C4H7O/c1-4-2-3-5/h2-3H,4H2,1H3/b3-2-',C3H6CHO-1,'InChI=1S/C4H7O/c1-2-3-4-5/h3-4H,2H2,1H3'
C3H6CHO-1-E,CC/C=C/[O],0,2,'AMChI=1/C4H7O/c1-4-2-3-5/h2-3H,4H2,1H3/b3-2+',C3H6CHO-1,'InChI=1S/C4H7O/c1-2-3-4-5/h3-4H,2H2,1H3'
C4H71-1-Z,[H]/[C]=C\CC,0,2,'AMChI=1/C4H7/c1-3-4-2/h1,3H,4H2,2H3/b3-1-',C4H71-1,'InChI=1S/C4H7/c1-3-4-2/h1,3H,4H2,2H3'
C4H71-1-E,[H]/[C]=C/CC,0,2,'AMChI=1/C4H7/c1-3-4-2/h1,3H,4H2,2H3/b3-1+',C4H71-1,'InChI=1S/C4H7/c1-3-4-2/h1,3H,4H2,2H3'
C4H71-2,C=[C]CC,0,2,'InChI=1S/C4H7/c1-3-4-2/h1,4H2,2H3',C4H71-2,'InChI=1S/C4H7/c1-3-4-2/h1,4H2,2H3'
C4H71-3-Z,[CH2]/C=C\C,0,2,'AMChI=1/C4H7/c1-3-4-2/h3-4H,1H2,2H3/b4-3-',C4H71-3,'InChI=1S/C4H7/c1-3-4-2/h3-4H,1H2,2H3'
C4H71-3-E,[CH2]/C=C/C,0,2,'AMChI=1/C4H7/c1-3-4-2/h3-4H,1H2,2H3/b4-3+',C4H71-3,'InChI=1S/C4H7/c1-3-4-2/h3-4H,1H2,2H3'
C4H71-4,C=CC[CH2],0,2,'InChI=1S/C4H7/c1-3-4-2/h3H,1-2,4H2',C4H71-4,'InChI=1S/C4H7/c1-3-4-2/h3H,1-2,4H2'
C4H72-2-Z,C/[C]=C\C,0,2,'AMChI=1/C4H7/c1-3-4-2/h4H,1-2H3/b4-3-',C4H72-2,'InChI=1S/C4H7/c1-3-4-2/h3H,1-2H3'
C4H72-2-E,C/[C]=C/C,0,2,'AMChI=1/C4H7/c1-3-4-2/h4H,1-2H3/b4-3+',C4H72-2,'InChI=1S/C4H7/c1-3-4-2/h3H,1-2H3'
CH2CH2COCH3,[CH2]CC(C)=O,0,2,'InChI=1S/C4H7O/c1-3-4(2)5/h1,3H2,2H3',CH2CH2COCH3,'InChI=1S/C4H7O/c1-3-4(2)5/h1,3H2,2H3'
CH3CHCOCH3-Z,C/C=C(C)\[O],0,2,'AMChI=1/C4H7O/c1-3-4(2)5/h3H,1-2H3/b4-3-',CH3CHCOCH3,'InChI=1S/C4H7O/c1-3-4(2)5/h3H,1-2H3'
CH3CHCOCH3-E,C/C=C(C)/[O],0,2,'AMChI=1/C4H7O/c1-3-4(2)5/h3H,1-2H3/b4-3+',CH3CHCOCH3,'InChI=1S/C4H7O/c1-3-4(2)5/h3H,1-2H3'
CH3COCOHCH3-Z,C/C(=C(C)/O)[O],0,2,'AMChI=1/C4H7O2/c1-3(5)4(2)6/h6H,1-2H3/b4-3-',CH3COCOHCH3,'InChI=1S/C4H7O2/c1-3(5)4(2)6/h5H,1-2H3'
CH3COCOHCH3-E,C/C(=C(C)\O)[O],0,2,'AMChI=1/C4H7O2/c1-3(5)4(2)6/h6H,1-2H3/b4-3+',CH3COCOHCH3,'InChI=1S/C4H7O2/c1-3(5)4(2)6/h5H,1-2H3'
IC3H6CHO-A0,[CH2][C@@H](C)C=O,0,2,'InChI=1S/C4H7O/c1-4(2)3-5/h3-4H,1H2,2H3/t4-/m0/s1',IC3H6CHO,'InChI=1S/C4H7O/c1-4(2)3-5/h3-4H,1H2,2H3'
IC3H6CHO-A1,[CH2][C@H](C)C=O,0,2,'InChI=1S/C4H7O/c1-4(2)3-5/h3-4H,1H2,2H3/t4-/m1/s1',IC3H6CHO,'InChI=1S/C4H7O/c1-4(2)3-5/h3-4H,1H2,2H3'
IC3H7CO,CC(C)[C]=O,0,2,'InChI=1S/C4H7O/c1-4(2)3-5/h4H,1-2H3',IC3H7CO,'InChI=1S/C4H7O/c1-4(2)3-5/h4H,1-2H3'
IC4H7,[CH2]C(=C)C,0,2,'InChI=1S/C4H7/c1-4(2)3/h1-2H2,3H3',IC4H7,'InChI=1S/C4H7/c1-4(2)3/h1-2H2,3H3'
IC4H7-I1,[CH]=C(C)C,0,2,'InChI=1S/C4H7/c1-4(2)3/h1H,2-3H3',IC4H7-I1,'InChI=1S/C4H7/c1-4(2)3/h1H,2-3H3'
NC3H7CO,CCC[C]=O,0,2,'InChI=1S/C4H7O/c1-2-3-4-5/h2-3H2,1H3',NC3H7CO,'InChI=1S/C4H7O/c1-2-3-4-5/h2-3H2,1H3'
C2H5COCH3,CCC(C)=O,0,1,'InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3',C2H5COCH3,'InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3'
C4H71-3OOH-A0,C=C[C@H](C)OO,0,1,'InChI=1S/C4H8O2/c1-3-4(2)6-5/h3-5H,1H2,2H3/t4-/m0/s1',C4H71-3OOH,'InChI=1S/C4H8O2/c1-3-4(2)6-5/h3-5H,1H2,2H3'
C4H71-3OOH-A1,C=C[C@@H](C)OO,0,1,'InChI=1S/C4H8O2/c1-3-4(2)6-5/h3-5H,1H2,2H3/t4-/m1/s1',C4H71-3OOH,'InChI=1S/C4H8O2/c1-3-4(2)6-5/h3-5H,1H2,2H3'
C4H71-4OOH,C=CCCOO,0,1,'InChI=1S/C4H8O2/c1-2-3-4-6-5/h2,5H,1,3-4H2',C4H71-4OOH,'InChI=1S/C4H8O2/c1-2-3-4-6-5/h2,5H,1,3-4H2'
C4H72-1OOH-Z,C/C=C\COO,0,1,'InChI=1S/C4H8O2/c1-2-3-4-6-5/h2-3,5H,4H2,1H3/b3-2-',C4H72-1OOH,'InChI=1S/C4H8O2/c1-2-3-4-6-5/h2-3,5H,4H2,1H3'
