name,smiles,charge,mult,inchi,orig-name,orig-inchi
O,[O],0,3,InChI=1S/O,O,InChI=1S/O
O2,O=O,0,3,InChI=1S/O2/c1-2,O2,InChI=1S/O2/c1-2
H,[H],0,2,InChI=1S/H,H,InChI=1S/H
HO2,O[O],0,2,InChI=1S/HO2/c1-2/h1H,HO2,InChI=1S/HO2/c1-2/h1H
OH,[OH],0,2,InChI=1S/HO/h1H,OH,InChI=1S/HO/h1H
H2,[H][H],0,1,InChI=1S/H2/h1H,H2,InChI=1S/H2/h1H
H2O,O,0,1,InChI=1S/H2O/h1H2,H2O,InChI=1S/H2O/h1H2
H2O2,OO,0,1,InChI=1S/H2O2/c1-2/h1-2H,H2O2,InChI=1S/H2O2/c1-2/h1-2H
CO,[C]=O,0,1,InChI=1S/CO/c1-2,CO,InChI=1S/CO/c1-2
HCO,[CH]=O,0,2,InChI=1S/CHO/c1-2/h1H,HCO,InChI=1S/CHO/c1-2/h1H
O2CHO,O=CO[O],0,2,InChI=1S/CHO3/c2-1-4-3/h1H,O2CHO,InChI=1S/CHO3/c2-1-4-3/h1H
CH2O,C=O,0,1,InChI=1S/CH2O/c1-2/h1H2,CH2O,InChI=1S/CH2O/c1-2/h1H2
HO2CHO,O=COO,0,1,'InChI=1S/CH2O3/c2-1-4-3/h1,3H',HO2CHO,'InChI=1S/CH2O3/c2-1-4-3/h1,3H'
CH3,[CH3],0,2,InChI=1S/CH3/h1H3,CH3,InChI=1S/CH3/h1H3
CH3O,C[O],0,2,InChI=1S/CH3O/c1-2/h1H3,CH3O,InChI=1S/CH3O/c1-2/h1H3
CH3O2,CO[O],0,2,InChI=1S/CH3O2/c1-3-2/h1H3,CH3O2,InChI=1S/CH3O2/c1-3-2/h1H3
CH3O2H,COO,0,1,'InChI=1S/CH4O2/c1-3-2/h2H,1H3',CH3O2H,'InChI=1S/CH4O2/c1-3-2/h2H,1H3'
CH3OH,CO,0,1,'InChI=1S/CH4O/c1-2/h2H,1H3',CH3OH,'InChI=1S/CH4O/c1-2/h2H,1H3'
CH4,C,0,1,InChI=1S/CH4/h1H4,CH4,InChI=1S/CH4/h1H4
C2H,C#[C],0,2,InChI=1S/C2H/c1-2/h1H,C2H,InChI=1S/C2H/c1-2/h1H
C2H2,C#C,0,1,InChI=1S/C2H2/c1-2/h1-2H,C2H2,InChI=1S/C2H2/c1-2/h1-2H
CH2CO,C=C=O,0,1,InChI=1S/C2H2O/c1-2-3/h1H2,CH2CO,InChI=1S/C2H2O/c1-2-3/h1H2
CHOCHO,O=CC=O,0,1,InChI=1S/C2H2O2/c3-1-2-4/h1-2H,CHOCHO,InChI=1S/C2H2O2/c3-1-2-4/h1-2H
C2H3,[CH]=C,0,2,'InChI=1S/C2H3/c1-2/h1H,2H2',C2H3,'InChI=1S/C2H3/c1-2/h1H,2H2'
CH2CHO,C=C[O],0,2,'InChI=1S/C2H3O/c1-2-3/h2H,1H2',CH2CHO,'InChI=1S/C2H3O/c1-2-3/h2H,1H2'
CH3CO,C[C]=O,0,2,InChI=1S/C2H3O/c1-2-3/h1H3,CH3CO,InChI=1S/C2H3O/c1-2-3/h1H3
CH3CO3,CC(=O)O[O],0,2,InChI=1S/C2H3O3/c1-2(3)5-4/h1H3,CH3CO3,InChI=1S/C2H3O3/c1-2(3)5-4/h1H3
C2H4,C=C,0,1,InChI=1S/C2H4/c1-2/h1-2H2,C2H4,InChI=1S/C2H4/c1-2/h1-2H2
CH3CHO,CC=O,0,1,'InChI=1S/C2H4O/c1-2-3/h2H,1H3',CH3CHO,'InChI=1S/C2H4O/c1-2-3/h2H,1H3'
CH3CO3H,CC(=O)OO,0,1,'InChI=1S/C2H4O3/c1-2(3)5-4/h4H,1H3',CH3CO3H,'InChI=1S/C2H4O3/c1-2(3)5-4/h4H,1H3'
HO2CH2CHO,O=CCOO,0,1,'InChI=1S/C2H4O3/c3-1-2-5-4/h1,4H,2H2',HO2CH2CHO,'InChI=1S/C2H4O3/c3-1-2-5-4/h1,4H,2H2'
C2H4O2H,[CH2]COO,0,2,'InChI=1S/C2H5O2/c1-2-4-3/h3H,1-2H2',C2H4O2H,'InChI=1S/C2H5O2/c1-2-4-3/h3H,1-2H2'
C2H5,[CH2]C,0,2,'InChI=1S/C2H5/c1-2/h1H2,2H3',C2H5,'InChI=1S/C2H5/c1-2/h1H2,2H3'
C2H5O,CC[O],0,2,'InChI=1S/C2H5O/c1-2-3/h2H2,1H3',C2H5O,'InChI=1S/C2H5O/c1-2-3/h2H2,1H3'
C2H5O2,CCO[O],0,2,'InChI=1S/C2H5O2/c1-2-4-3/h2H2,1H3',C2H5O2,'InChI=1S/C2H5O2/c1-2-4-3/h2H2,1H3'
PC2H4OH,[CH2]CO,0,2,'InChI=1S/C2H5O/c1-2-3/h3H,1-2H2',PC2H4OH,'InChI=1S/C2H5O/c1-2-3/h3H,1-2H2'
SC2H4OH,C[CH]O,0,2,'InChI=1S/C2H5O/c1-2-3/h2-3H,1H3',SC2H4OH,'InChI=1S/C2H5O/c1-2-3/h2-3H,1H3'
C2H5O2H,CCOO,0,1,'InChI=1S/C2H6O2/c1-2-4-3/h3H,2H2,1H3',C2H5O2H,'InChI=1S/C2H6O2/c1-2-4-3/h3H,2H2,1H3'
C2H5OH,CCO,0,1,'InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3',C2H5OH,'InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3'
C2H6,CC,0,1,InChI=1S/C2H6/c1-2/h1-2H3,C2H6,InChI=1S/C2H6/c1-2/h1-2H3
C2H3CO,C=C[C]=O,0,2,'InChI=1S/C3H3O/c1-2-3-4/h2H,1H2',C2H3CO,'InChI=1S/C3H3O/c1-2-3-4/h2H,1H2'
C3H3,C#C[CH2],0,2,'InChI=1S/C3H3/c1-3-2/h1H,2H2',C3H3,'InChI=1S/C3H3/c1-3-2/h1H,2H2'
C2H3CHO,C=CC=O,0,1,'InChI=1S/C3H4O/c1-2-3-4/h2-3H,1H2',C2H3CHO,'InChI=1S/C3H4O/c1-2-3-4/h2-3H,1H2'
C3H4-A,C=C=C,0,1,InChI=1S/C3H4/c1-3-2/h1-2H2,C3H4-A,InChI=1S/C3H4/c1-3-2/h1-2H2
C3H4-P,C#CC,0,1,'InChI=1S/C3H4/c1-3-2/h1H,2H3',C3H4-P,'InChI=1S/C3H4/c1-3-2/h1H,2H3'
C2H5CO,CC[C]=O,0,2,'InChI=1S/C3H5O/c1-2-3-4/h2H2,1H3',C2H5CO,'InChI=1S/C3H5O/c1-2-3-4/h2H2,1H3'
C2H5CO3,CCC(=O)O[O],0,2,'InChI=1S/C3H5O3/c1-2-3(4)6-5/h2H2,1H3',C2H5CO3,'InChI=1S/C3H5O3/c1-2-3(4)6-5/h2H2,1H3'
C3H5-A,C=C[CH2],0,2,'InChI=1S/C3H5/c1-3-2/h3H,1-2H2',C3H5-A,'InChI=1S/C3H5/c1-3-2/h3H,1-2H2'
C3H5-S-Z,[H]/[C]=C\C,0,2,'AMChI=1/C3H5/c1-3-2/h1,3H,2H3/b3-1-',C3H5-S,'InChI=1S/C3H5/c1-3-2/h1,3H,2H3'
C3H5-S-E,[H]/[C]=C/C,0,2,'AMChI=1/C3H5/c1-3-2/h1,3H,2H3/b3-1+',C3H5-S,'InChI=1S/C3H5/c1-3-2/h1,3H,2H3'
C3H5-T,C=[C]C,0,2,'InChI=1S/C3H5/c1-3-2/h1H2,2H3',C3H5-T,'InChI=1S/C3H5/c1-3-2/h1H2,2H3'
CH2CCH2OH,C=[C]CO,0,2,'InChI=1S/C3H5O/c1-2-3-4/h4H,1,3H2',CH2CCH2OH,'InChI=1S/C3H5O/c1-2-3-4/h4H,1,3H2'
CH2CH2CHO,[CH2]CC=O,0,2,'InChI=1S/C3H5O/c1-2-3-4/h3H,1-2H2',CH2CH2CHO,'InChI=1S/C3H5O/c1-2-3-4/h3H,1-2H2'
CH3CHCHO-Z,C/C=C\[O],0,2,'AMChI=1/C3H5O/c1-2-3-4/h2-3H,1H3/b3-2-',CH3CHCHO,'InChI=1S/C3H5O/c1-2-3-4/h2-3H,1H3'
CH3CHCHO-E,C/C=C/[O],0,2,'AMChI=1/C3H5O/c1-2-3-4/h2-3H,1H3/b3-2+',CH3CHCHO,'InChI=1S/C3H5O/c1-2-3-4/h2-3H,1H3'
CH3COCH2,C=C(C)[O],0,2,'InChI=1S/C3H5O/c1-3(2)4/h1H2,2H3',CH3COCH2,'InChI=1S/C3H5O/c1-3(2)4/h1H2,2H3'
CH3COCH2O2,CC(CO[O])=O,0,2,'InChI=1S/C3H5O3/c1-3(4)2-6-5/h2H2,1H3',CH3COCH2O2,'InChI=1S/C3H5O3/c1-3(4)2-6-5/h2H2,1H3'
AC3H5OOH,C=CCOO,0,1,'InChI=1S/C3H6O2/c1-2-3-5-4/h2,4H,1,3H2',AC3H5OOH,'InChI=1S/C3H6O2/c1-2-3-5-4/h2,4H,1,3H2'
C2H5CHO,CCC=O,0,1,'InChI=1S/C3H6O/c1-2-3-4/h3H,2H2,1H3',C2H5CHO,'InChI=1S/C3H6O/c1-2-3-4/h3H,2H2,1H3'
C2H5CO3H,CCC(=O)OO,0,1,'InChI=1S/C3H6O3/c1-2-3(4)6-5/h5H,2H2,1H3',C2H5CO3H,'InChI=1S/C3H6O3/c1-2-3(4)6-5/h5H,2H2,1H3'
C3H5OH,C=CCO,0,1,'InChI=1S/C3H6O/c1-2-3-4/h2,4H,1,3H2',C3H5OH,'InChI=1S/C3H6O/c1-2-3-4/h2,4H,1,3H2'
C3H6,C=CC,0,1,'InChI=1S/C3H6/c1-3-2/h3H,1H2,2H3',C3H6,'InChI=1S/C3H6/c1-3-2/h3H,1H2,2H3'
C3KET12-A0,C[C@@H](C=O)OO,0,1,'InChI=1S/C3H6O3/c1-3(2-4)6-5/h2-3,5H,1H3/t3-/m0/s1',C3KET12,'InChI=1S/C3H6O3/c1-3(2-4)6-5/h2-3,5H,1H3'
C3KET12-A1,C[C@H](C=O)OO,0,1,'InChI=1S/C3H6O3/c1-3(2-4)6-5/h2-3,5H,1H3/t3-/m1/s1',C3KET12,'InChI=1S/C3H6O3/c1-3(2-4)6-5/h2-3,5H,1H3'
C3KET13,O=CCCOO,0,1,'InChI=1S/C3H6O3/c4-2-1-3-6-5/h2,5H,1,3H2',C3KET13,'InChI=1S/C3H6O3/c4-2-1-3-6-5/h2,5H,1,3H2'
C3KET21,CC(COO)=O,0,1,'InChI=1S/C3H6O3/c1-3(4)2-6-5/h5H,2H2,1H3',C3KET21,'InChI=1S/C3H6O3/c1-3(4)2-6-5/h5H,2H2,1H3'
CH3COCH3,CC(C)=O,0,1,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,CH3COCH3,InChI=1S/C3H6O/c1-3(2)4/h1-2H3
'C3H51-2,3OOH-A0',[CH2][C@@H](COO)OO,0,2,'InChI=1S/C3H7O4/c1-3(7-5)2-6-4/h3-5H,1-2H2/t3-/m0/s1','C3H51-2,3OOH','InChI=1S/C3H7O4/c1-3(7-5)2-6-4/h3-5H,1-2H2'
'C3H51-2,3OOH-A1',[CH2][C@H](COO)OO,0,2,'InChI=1S/C3H7O4/c1-3(7-5)2-6-4/h3-5H,1-2H2/t3-/m1/s1','C3H51-2,3OOH','InChI=1S/C3H7O4/c1-3(7-5)2-6-4/h3-5H,1-2H2'
'C3H52-1,3OOH',OOC[CH]COO,0,2,'InChI=1S/C3H7O4/c4-6-2-1-3-7-5/h1,4-5H,2-3H2','C3H52-1,3OOH','InChI=1S/C3H7O4/c4-6-2-1-3-7-5/h1,4-5H,2-3H2'
C3H6OOH1-2,C[CH]COO,0,2,'InChI=1S/C3H7O2/c1-2-3-5-4/h2,4H,3H2,1H3',C3H6OOH1-2,'InChI=1S/C3H7O2/c1-2-3-5-4/h2,4H,3H2,1H3'
C3H6OOH1-3,[CH2]CCOO,0,2,'InChI=1S/C3H7O2/c1-2-3-5-4/h4H,1-3H2',C3H6OOH1-3,'InChI=1S/C3H7O2/c1-2-3-5-4/h4H,1-3H2'
C3H6OOH2-1-A0,[CH2][C@@H](C)OO,0,2,'InChI=1S/C3H7O2/c1-3(2)5-4/h3-4H,1H2,2H3/t3-/m0/s1',C3H6OOH2-1,'InChI=1S/C3H7O2/c1-3(2)5-4/h3-4H,1H2,2H3'
C3H6OOH2-1-A1,[CH2][C@H](C)OO,0,2,'InChI=1S/C3H7O2/c1-3(2)5-4/h3-4H,1H2,2H3/t3-/m1/s1',C3H6OOH2-1,'InChI=1S/C3H7O2/c1-3(2)5-4/h3-4H,1H2,2H3'
IC3H7,C[CH]C,0,2,'InChI=1S/C3H7/c1-3-2/h3H,1-2H3',IC3H7,'InChI=1S/C3H7/c1-3-2/h3H,1-2H3'
IC3H7O2,CC(C)O[O],0,2,'InChI=1S/C3H7O2/c1-3(2)5-4/h3H,1-2H3',IC3H7O2,'InChI=1S/C3H7O2/c1-3(2)5-4/h3H,1-2H3'
NC3H7,[CH2]CC,0,2,'InChI=1S/C3H7/c1-3-2/h1,3H2,2H3',NC3H7,'InChI=1S/C3H7/c1-3-2/h1,3H2,2H3'
NC3H7O2,CCCO[O],0,2,'InChI=1S/C3H7O2/c1-2-3-5-4/h2-3H2,1H3',NC3H7O2,'InChI=1S/C3H7O2/c1-2-3-5-4/h2-3H2,1H3'
QC3H5OHP-A0,[CH2][C@@H](CO)OO,0,2,'InChI=1S/C3H7O3/c1-3(2-4)6-5/h3-5H,1-2H2/t3-/m0/s1',QC3H5OHP,'InChI=1S/C3H7O3/c1-3(2-4)6-5/h3-5H,1-2H2'
QC3H5OHP-A1,[CH2][C@H](CO)OO,0,2,'InChI=1S/C3H7O3/c1-3(2-4)6-5/h3-5H,1-2H2/t3-/m1/s1',QC3H5OHP,'InChI=1S/C3H7O3/c1-3(2-4)6-5/h3-5H,1-2H2'
TQC3H5OHI-A0,C[C@@H]([CH]O)OO,0,2,'InChI=1S/C3H7O3/c1-3(2-4)6-5/h2-5H,1H3/t3-/m0/s1',TQC3H5OHI,'InChI=1S/C3H7O3/c1-3(2-4)6-5/h2-5H,1H3'
TQC3H5OHI-A1,C[C@H]([CH]O)OO,0,2,'InChI=1S/C3H7O3/c1-3(2-4)6-5/h2-5H,1H3/t3-/m1/s1',TQC3H5OHI,'InChI=1S/C3H7O3/c1-3(2-4)6-5/h2-5H,1H3'
C3H8,CCC,0,1,'InChI=1S/C3H8/c1-3-2/h3H2,1-2H3',C3H8,'InChI=1S/C3H8/c1-3-2/h3H2,1-2H3'
IC3H7O2H,CC(C)OO,0,1,'InChI=1S/C3H8O2/c1-3(2)5-4/h3-4H,1-2H3',IC3H7O2H,'InChI=1S/C3H8O2/c1-3(2)5-4/h3-4H,1-2H3'
NC3H7O2H,CCCOO,0,1,'InChI=1S/C3H8O2/c1-2-3-5-4/h4H,2-3H2,1H3',NC3H7O2H,'InChI=1S/C3H8O2/c1-2-3-5-4/h4H,2-3H2,1H3'
C4H2,C#CC#C,0,1,InChI=1S/C4H2/c1-3-4-2/h1-2H,C4H2,InChI=1S/C4H2/c1-3-4-2/h1-2H
C4H5-I,C=C[C]=C,0,2,'InChI=1S/C4H5/c1-3-4-2/h3H,1-2H2',C4H5-I,'InChI=1S/C4H5/c1-3-4-2/h3H,1-2H2'
C4H5-N-Z,[H]/[C]=C\C=C,0,2,'AMChI=1/C4H5/c1-3-4-2/h1,3-4H,2H2/b3-1-',C4H5-N,'InChI=1S/C4H5/c1-3-4-2/h1,3-4H,2H2'
C4H5-N-E,[H]/[C]=C/C=C,0,2,'AMChI=1/C4H5/c1-3-4-2/h1,3-4H,2H2/b3-1+',C4H5-N,'InChI=1S/C4H5/c1-3-4-2/h1,3-4H,2H2'
CH2CHCHCHO-ZZ,[CH2]/C=/C\C=\O,0,2,'AMChI=1/C4H5O/c1-2-3-4-5/h2-4H,1H2/b3-2-,4-3-',CH2CHCHCHO,'InChI=1S/C4H5O/c1-2-3-4-5/h2-4H,1H2'
CH2CHCHCHO-ZE,[CH2]/C=/C\C=/O,0,2,'AMChI=1/C4H5O/c1-2-3-4-5/h2-4H,1H2/b3-2-,4-3+',CH2CHCHCHO,'InChI=1S/C4H5O/c1-2-3-4-5/h2-4H,1H2'
CH2CHCHCHO-EZ,[CH2]/C=/C/C=\O,0,2,'AMChI=1/C4H5O/c1-2-3-4-5/h2-4H,1H2/b3-2+,4-3-',CH2CHCHCHO,'InChI=1S/C4H5O/c1-2-3-4-5/h2-4H,1H2'
CH2CHCHCHO-EE,[CH2]/C=/C/C=/O,0,2,'AMChI=1/C4H5O/c1-2-3-4-5/h2-4H,1H2/b3-2+,4-3+',CH2CHCHCHO,'InChI=1S/C4H5O/c1-2-3-4-5/h2-4H,1H2'
SC3H5CO-Z,C/C=C\[C]=O,0,2,'AMChI=1/C4H5O/c1-3-4-2-5/h3-4H,1H3/b4-3-',SC3H5CO,'InChI=1S/C4H5O/c1-2-3-4-5/h2-3H,1H3'
SC3H5CO-E,C/C=C/[C]=O,0,2,'AMChI=1/C4H5O/c1-3-4-2-5/h3-4H,1H3/b4-3+',SC3H5CO,'InChI=1S/C4H5O/c1-2-3-4-5/h2-3H,1H3'
AC3H5CHO,C=CCC=O,0,1,'InChI=1S/C4H6O/c1-2-3-4-5/h2,4H,1,3H2',AC3H5CHO,'InChI=1S/C4H6O/c1-2-3-4-5/h2,4H,1,3H2'
C2H3COCH3,C=CC(C)=O,0,1,'InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3',C2H3COCH3,'InChI=1S/C4H6O/c1-3-4(2)5/h3H,1H2,2H3'
C4H6,C=CC=C,0,1,'InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2',C4H6,'InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2'
C4H612,C=C=CC,0,1,'InChI=1S/C4H6/c1-3-4-2/h4H,1H2,2H3',C4H612,'InChI=1S/C4H6/c1-3-4-2/h4H,1H2,2H3'
IC3H5CHO,C=C(C)C=O,0,1,'InChI=1S/C4H6O/c1-4(2)3-5/h3H,1H2,2H3',IC3H5CHO,'InChI=1S/C4H6O/c1-4(2)3-5/h3H,1H2,2H3'
SC3H5CHO-Z,C/C=C\C=O,0,1,'InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3/b3-2-',SC3H5CHO,'InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3'
SC3H5CHO-E,C/C=C/C=O,0,1,'InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3/b3-2+',SC3H5CHO,'InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3'
C2H4COCH2OH-Z,C/C=C(CO)\[O],0,2,'AMChI=1/C4H7O2/c1-2-4(5)3-6/h2,6H,3H2,1H3/b4-2-',C2H4COCH2OH,'InChI=1S/C4H7O2/c1-2-4(6)3-5/h2,5H,3H2,1H3'
C2H4COCH2OH-E,C/C=C(CO)/[O],0,2,'AMChI=1/C4H7O2/c1-2-4(5)3-6/h2,6H,3H2,1H3/b4-2+',C2H4COCH2OH,'InChI=1S/C4H7O2/c1-2-4(6)3-5/h2,5H,3H2,1H3'
C2H5CHOHCO-A1,CC[C@H]([C]=O)O,0,2,'InChI=1S/C4H7O2/c1-2-4(6)3-5/h4,6H,2H2,1H3/t4-/m1/s1',C2H5CHOHCO,'InChI=1S/C4H7O2/c1-2-4(6)3-5/h4,6H,2H2,1H3'
C2H5CHOHCO-A0,CC[C@@H]([C]=O)O,0,2,'InChI=1S/C4H7O2/c1-2-4(6)3-5/h4,6H,2H2,1H3/t4-/m0/s1',C2H5CHOHCO,'InChI=1S/C4H7O2/c1-2-4(6)3-5/h4,6H,2H2,1H3'
C2H5COCH2,CCC([CH2])=O,0,2,'InChI=1S/C4H7O/c1-3-4(2)5/h2-3H2,1H3',C2H5COCH2,'InChI=1S/C4H7O/c1-3-4(2)5/h2-3H2,1H3'
